[Header],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFO,,SAMPLE_MOLECULAR_WEIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFO,,SAMPLE_SIZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFO,,SAMPLE_SHAPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATATYPE,COMMENT,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATATYPE,TIME,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STARTUPAXIS,X,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STARTUPAXIS,Y1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Data],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comment,Time Stamp (sec),Temperature (K),Magnetic Field (Oe),Moment (emu),M. Std. Err. (emu),Transport Action,Averaging Time (sec),Frequency (Hz),Peak Amplitude (mm),Center Position (mm),Coil Signal' (mV),"Coil Signal"" (mV)",Range (mV),M. Quad. Signal (emu),M. Raw' (emu),"M. Raw"" (emu)",Min. Temperature (K),Max. Temperature (K),Min. Field (Oe),Max. Field (Oe),Mass (grams),Motor Lag (deg),Pressure (Torr),VSM Status (code),Motor Status (code),Measure Status (code),Measure Count,System Temp. (K),Temp. Status (code),Field Status (code),Chamber Status (code),Position Status (code),Compressor Status (code),Motor Current (amps),Motor Heatsink Temp. (C),Map 01,Map 02,Map 03,Map 04,Map 05,Map 06,Map 07,Map 08,Map 09,Map 10,Map 11,Map 12,Map 13,Map 14,Map 15,Map 16
sample offset = 32.7 mm,3967705830,299.9546814,-0.02160828,-8.40E-05,6.10E-07,1,0.999551974,38.01703262,1.773499818,17.27999933,-0.000778623,-0.000132015,2.5,-1.47E-08,-8.40E-05,-6.77E-08,299.9546814,299.9546814,-0.02160828,-0.02160828,54.37476957,18.02518322,45.48273849,0,0,0,38,299.9350891,1,4,1,,,1.698913574,41.54447937,,,,,,,,,,,,,,,,
,3967705840,299.9533234,18.28373146,-8.84E-05,4.08E-07,1,0.999551974,38.01703262,1.773490364,17.27999933,-0.000819929,-0.000139193,0.25,-3.38E-08,-8.84E-05,-8.96E-08,299.9530945,299.9530945,15.30268478,21.26477814,54.49670362,18.0278787,45.51922226,0,0,0,38,299.9360962,1,6,1,,,1.697845459,42.52199554,,,,,,,,,,,,,,,,
,3967705840,299.9529724,30.30077744,0.000398822,6.21E-05,1,0.999551974,38.01703262,1.773527402,17.27999933,0.003689577,0.000679908,0.25,5.77E-06,0.000398808,6.02E-06,299.9535522,299.9535522,21.26477814,39.33677673,54.42088565,18.02856861,45.51922226,0,0,0,38,299.9356689,1,6,1,,,1.699523926,42.03323746,,,,,,,,,,,,,,,,
,3967705841,299.9536133,106.7651024,0.003773911,6.07E-05,1,0.999551974,38.01703262,1.773514583,17.27999933,0.034983141,0.006019007,0.25,9.85E-06,0.003773808,1.22E-05,299.9535522,299.9535522,82.56195831,130.9682465,54.49123222,18.02831662,45.50895309,0,0,0,38,299.9362183,1,6,1,,,1.698608398,42.52199554,,,,,,,,,,,,,,,,
,3967705842,299.9543915,156.0237961,0.005137509,5.34E-05,1,0.999551974,38.01703262,1.773514583,17.27999933,0.047630571,0.00815101,0.25,8.79E-06,0.005137371,1.20E-05,299.9536743,299.9536743,130.9682465,181.0793457,54.40994285,18.02831662,45.50624847,0,0,0,38,299.9363708,1,6,1,,,1.696624756,42.03323746,,,,,,,,,,,,,,,,
,3967705844,299.9543915,255.3364639,0.007419606,4.30E-05,1,0.999551974,38.01703262,1.773558905,17.27999933,0.068798229,0.011722839,0.25,7.39E-06,0.00741941,1.21E-05,299.9541016,299.9541016,230.328537,280.3443909,54.48732408,18.02974193,45.51327515,0,0,0,38,299.9322205,1,6,1,,,1.698303223,43.01075363,,,,,,,,,,,,,,,,
,3967705847,299.9536896,382.592865,0.010112172,3.26E-05,1,0.999551974,38.01703262,1.773485589,17.27999933,0.093767201,0.015941124,0.25,6.28E-06,0.010111908,1.27E-05,299.9533997,299.9533997,329.9935913,435.1921387,54.46700173,18.02816382,45.50895309,0,0,0,38,299.9342346,1,6,1,,,1.696472168,42.03323746,,,,,,,,,,,,,,,,
,3967705849,299.9541016,509.4849396,0.011575067,2.82E-05,1,0.999551974,38.01703262,1.773485111,17.27999933,0.107333255,0.018240878,0.25,6.49E-06,0.011574765,1.38E-05,299.9541016,299.9541016,484.0270081,534.9428711,54.3810226,18.02708342,45.50111389,0,0,0,38,299.9352417,1,6,1,,,1.699371338,43.49951172,,,,,,,,,,,,,,,,
,3967705852,299.9542542,655.2229004,0.013410584,2.32E-05,1,0.999551974,38.01703262,1.77351807,17.27999933,0.124356949,0.021127554,0.25,6.85E-06,0.013410234,1.53E-05,299.9536743,299.9536743,630.9888306,679.4569702,54.52249736,18.02848853,45.49489975,0,0,0,38,299.9369507,1,6,1,,,1.697540283,42.52199554,,,,,,,,,,,,,,,,
,3967705857,299.9540405,874.6012573,0.015435349,1.93E-05,1,0.999551974,38.01703262,1.773491615,17.27999933,0.143130729,0.024220939,2.5,-2.20E-06,0.015434953,7.54E-06,299.9541016,299.9541016,869.0058594,880.1966553,54.50373827,18.02913526,45.51003265,0,0,0,38,299.9346619,1,6,1,,,1.700897217,43.98826981,,,,,,,,,,,,,,,,
,3967705860,299.9555969,1049.918671,0.017108054,1.63E-05,1,0.999551974,38.01703262,1.773488314,17.27999933,0.158642027,0.026841359,2.5,-2.90E-06,0.017107615,7.89E-06,299.9558105,299.9558105,1022.348694,1077.488647,54.59909695,18.02845918,45.5130043,0,0,0,38,299.9338074,1,6,1,,,1.697845459,43.98826981,,,,,,,,,,,,,,,,
,3967705865,299.9560394,1301.538574,0.018864619,1.40E-05,1,0.999551974,38.01703262,1.773462054,17.27999933,0.174931153,0.029578328,2.5,-5.20E-06,0.018864136,6.70E-06,299.9553833,299.9553833,1273.728149,1329.348999,54.7046168,18.03002124,45.50624847,0,0,0,38,299.9310913,1,6,1,,,1.69708252,43.98826981,,,,,,,,,,,,,,,,
,3967705870,299.9562531,1551.886902,0.020336149,1.20E-05,1,0.999551974,38.01703262,1.773486794,17.27999933,0.188577424,0.031896441,2.5,-4.48E-06,0.020335627,8.35E-06,299.9558105,299.9558105,1524.635986,1579.137817,54.75229614,18.02903003,45.49598312,0,0,0,38,299.9335022,1,6,1,,,1.699676514,44.96578979,,,,,,,,,,,,,,,,
,3967705876,299.9544067,1846.358032,0.021820472,1.05E-05,1,0.999551974,38.01703262,1.773473404,17.27999933,0.202339162,0.034229775,2.5,-4.21E-06,0.021819914,9.55E-06,299.954834,299.954834,1824.859741,1867.856323,54.58737253,18.03052562,45.50543976,0,0,0,38,299.9329529,1,6,1,,,1.697540283,44.96578979,,,,,,,,,,,,,,,,
,3967705881,299.9541931,2094.880005,0.02288307,8.76E-06,1,0.999551974,38.01703262,1.773462531,17.27999933,0.212193455,0.03588351,2.5,-5.82E-06,0.022882486,8.62E-06,299.9535522,299.9535522,2070.0625,2119.69751,54.7866878,18.03016811,45.50786972,0,0,0,38,299.9335022,1,6,1,,,1.699066162,44.96578979,,,,,,,,,,,,,,,,
,3967705888,299.953537,2443.734131,0.024171733,7.17E-06,1,0.999551974,38.01703262,1.773501979,17.27999933,0.224147748,0.037906846,2.5,-5.96E-06,0.024171116,9.29E-06,299.9529724,299.9529724,2416.311768,2471.156494,54.62879884,18.03052482,45.50624847,0,0,0,38,299.9349365,1,6,1,,,1.697387695,45.94330597,,,,,,,,,,,,,,,,
,3967705895,299.9541016,2789.571289,0.025275727,7.26E-06,1,0.999551974,38.01703262,1.773497204,17.27999933,0.234384412,0.03963926,2.5,-6.10E-06,0.025275081,9.84E-06,299.9541016,299.9541016,2765.565674,2813.576904,54.57486647,18.028147,45.53624725,0,0,0,38,299.9350891,1,6,1,,,1.697540283,45.45454788,,,,,,,,,,,,,,,,
,3967705902,299.9543915,3143.996582,0.026245614,5.44E-06,1,0.999551974,38.01703262,1.773491306,17.27999933,0.243380619,0.041141606,2.5,-8.33E-06,0.026244944,8.22E-06,299.9541016,299.9541016,3116.181396,3171.811768,54.61785604,18.0294281,45.51651764,0,0,0,38,299.9359436,1,6,1,,,1.697692871,46.43206406,,,,,,,,,,,,,,,,
,3967705910,299.9530334,3541.189941,0.027210758,5.64E-06,1,0.999551974,38.01703262,1.773553787,17.27999933,0.252334269,0.042685759,2.5,-5.43E-06,0.027210063,1.17E-05,299.9526672,299.9526672,3516.384277,3565.995605,54.83905691,18.03065234,45.53840637,0,0,0,38,299.9360962,1,6,1,,,1.69921875,45.94330597,,,,,,,,,,,,,,,,
,3967705918,299.9549713,3940.062012,0.028067055,4.80E-06,1,0.999551974,38.01703262,1.773546237,17.27999933,0.260275383,0.044020056,2.5,-6.55E-06,0.028066337,1.12E-05,299.9552612,299.9552612,3915.430176,3964.693848,54.71946775,18.03199332,45.51435852,0,0,0,38,299.9362183,1,6,1,,,1.698913574,45.94330597,,,,,,,,,,,,,,,,
,3967705927,299.9554749,4388.31665,0.028919164,3.99E-06,1,0.999551974,38.01703262,1.773549274,17.27999933,0.268180637,0.04533937,2.5,-8.60E-06,0.028918425,9.63E-06,299.9561157,299.9561157,4363.90625,4412.727051,54.54985436,18.03241904,45.52219391,0,0,0,38,299.933075,1,6,1,,,1.698913574,46.92082214,,,,,,,,,,,,,,,,
,3967705936,299.9543915,4837.73584,0.029683328,4.98E-06,1,0.999551974,38.01703262,1.773461239,17.27999933,0.275255083,0.046527014,2.5,-9.71E-06,0.029682571,9.01E-06,299.9541016,299.9541016,4813.020508,4862.451172,54.67178841,18.03159523,45.51435852,0,0,0,38,299.9369507,1,6,1,,,1.698608398,47.40958023,,,,,,,,,,,,,,,,
,3967705945,299.9540405,5282.583496,0.030364518,5.04E-06,1,0.999551974,38.01703262,1.773505413,17.27999933,0.281577308,0.047603973,2.5,-9.06E-06,0.030363744,1.01E-05,299.9535522,299.9535522,5258.358887,5306.808105,54.72728403,18.03336635,45.53111267,0,0,0,38,299.9372253,1,6,1,,,1.697692871,47.40958023,,,,,,,,,,,,,,,,
,3967705956,299.9559021,5822.888184,0.0311237,3.62E-06,1,0.999551974,38.01703262,1.773587686,17.27999933,0.28862753,0.048813824,2.5,-7.40E-06,0.031122904,1.22E-05,299.9561157,299.9561157,5798.065918,5847.710449,54.59440718,18.03312071,45.51354599,0,0,0,38,299.9332275,1,6,1,,,1.697845459,47.89833832,,,,,,,,,,,,,,,,
,3967705966,299.9555969,6329.031006,0.031749416,4.41E-06,1,0.999551974,38.01703262,1.77348869,17.27999933,0.29441553,0.049783697,2.5,-8.49E-06,0.031748605,1.15E-05,299.9553833,299.9553833,6307.401855,6350.660156,54.60456835,18.03104732,45.51084518,0,0,0,38,299.9315186,1,6,1,,,1.699676514,47.89833832,,,,,,,,,,,,,,,,
,3967705977,299.9538269,6878.519287,0.032379079,3.88E-06,1,0.999551974,38.01703262,1.773535188,17.27999933,0.300263246,0.050766097,2.5,-9.33E-06,0.032378254,1.11E-05,299.9539795,299.9539795,6850.74707,6906.291504,54.57486647,18.03479071,45.52489471,0,0,0,38,299.9342346,1,6,1,,,1.700134277,47.89833832,,,,,,,,,,,,,,,,
,3967705989,299.9546814,7474.945557,0.033010125,3.24E-06,1,0.999551974,38.01703262,1.773435828,17.27999933,0.306096934,0.051761111,2.5,-8.60E-06,0.033009283,1.22E-05,299.954834,299.954834,7450.33252,7499.558594,54.75542266,18.0336021,45.50949478,0,0,0,38,299.9353638,1,6,1,,,1.699829102,48.38709641,,,,,,,,,,,,,,,,
,3967706001,299.9549713,8075.171387,0.03358673,4.29E-06,1,0.999551974,38.01703262,1.773553928,17.27999933,0.311465559,0.052659461,2.5,-9.74E-06,0.033585873,1.14E-05,299.9551086,299.9551086,8050.556641,8099.786133,54.76245731,18.03468472,45.53084183,0,0,0,38,299.9350891,1,6,1,,,1.699676514,48.87585831,,,,,,,,,,,,,,,,
,3967706013,299.954895,8671.380859,0.034120554,3.60E-06,1,0.999551974,38.01703262,1.773489647,17.27999933,0.316401765,0.053512062,2.5,-8.01E-06,0.034119683,1.35E-05,299.9546814,299.9546814,8647.151367,8695.610352,54.77340011,18.03479992,45.53219223,0,0,0,38,299.9335022,1,6,1,,,1.698760986,48.87585831,,,,,,,,,,,,,,,,
,3967706026,299.9553223,9318.384766,0.034662552,5.49E-06,1,0.999551974,38.01703262,1.773556675,17.27999933,0.321438632,0.05437005,2.5,-7.49E-06,0.034661667,1.44E-05,299.9558105,299.9558105,9293.948242,9342.821289,54.77261849,18.03566633,45.53111267,0,0,0,38,299.9352417,1,6,1,,,1.700897217,48.87585831,,,,,,,,,,,,,,,,
,3967706039,299.9549713,9961.53125,0.035162135,4.21E-06,1,0.999551974,38.01703262,1.773486903,17.27999933,0.326063047,0.055126999,2.5,-1.02E-05,0.035161239,1.19E-05,299.9551086,299.9551086,9939.711914,9983.350586,54.8140448,18.03258696,45.52435684,0,0,0,38,299.934082,1,6,1,,,1.699066162,49.85337448,,,,,,,,,,,,,,,,
,3967706053,299.9547577,10660.70313,0.035664496,6.38E-06,1,0.999551974,38.01703262,1.773471055,17.27999933,0.330715715,0.055931216,2.5,-8.54E-06,0.035663586,1.39E-05,299.9546814,299.9546814,10636.09961,10685.30664,54.74526149,18.0323952,45.5378685,0,0,0,38,299.9332275,1,6,1,,,1.70211792,49.36461639,,,,,,,,,,,,,,,,
,3967706067,299.9550476,11358.86816,0.036140441,2.28E-06,1,0.999551974,38.01703262,1.773427051,17.27999933,0.335117016,0.05669969,2.5,-6.12E-06,0.036139517,1.66E-05,299.954834,299.954834,11334.28906,11383.44727,54.73431869,18.03174822,45.54354095,0,0,0,38,299.9346619,1,6,1,,,1.699371338,49.85337448,,,,,,,,,,,,,,,,
,3967706082,299.9546051,12098.57227,0.036614313,4.34E-06,1,0.999551974,38.01703262,1.773498046,17.27999933,0.339533584,0.05739108,2.5,-1.21E-05,0.036613382,1.10E-05,299.9546814,299.9546814,12070.5498,12126.59473,54.95630119,18.03266013,45.55083847,0,0,0,38,299.9359436,1,6,1,,,1.699523926,49.85337448,,,,,,,,,,,,,,,,
,3967706097,299.9551086,12847.146,0.037061465,3.96E-06,1,0.999551974,38.01703262,1.773496387,17.27999933,0.343674861,0.058121159,2.5,-9.05E-06,0.03706052,1.43E-05,299.9551086,299.9551086,12819.52148,12874.77051,54.721031,18.0331798,45.56921387,0,0,0,38,299.9363708,1,6,1,,,1.696929932,50.83089066,,,,,,,,,,,,,,,,
,3967706113,299.9556885,13646.39063,0.037514241,4.75E-06,1,0.999551974,38.01703262,1.773494115,17.27999933,0.347871428,0.058840806,2.5,-8.11E-06,0.037513284,1.55E-05,299.9556885,299.9556885,13618.34668,13674.43457,54.75307777,18.0340988,45.56435013,0,0,0,38,299.9322205,1,6,1,,,1.699523926,50.34213257,,,,,,,,,,,,,,,,
,3967706129,299.9564056,14438.92969,0.037943327,5.14E-06,1,0.999551974,38.01703262,1.773437679,17.27999933,0.35183733,0.059524122,2.5,-6.89E-06,0.037942358,1.70E-05,299.9561157,299.9561157,14411.93848,14465.9209,54.83514877,18.03306419,45.56002808,0,0,0,38,299.9328003,1,6,1,,,1.700286865,50.34213257,,,,,,,,,,,,,,,,
,3967706145,299.953186,15234.04785,0.03834727,4.75E-06,1,0.999551974,38.01703262,1.773494165,17.27999933,0.355593802,0.060161479,2.5,-6.77E-06,0.038346294,1.74E-05,299.9533997,299.9533997,15209.61133,15258.48438,54.85234459,18.03378033,45.54489517,0,0,0,38,299.9366455,1,6,1,,,1.698303223,51.31964874,,,,,,,,,,,,,,,,
,3967706162,299.9543152,16083.53125,0.038755324,4.26E-06,1,0.999551974,38.01703262,1.773515604,17.27999933,0.359382271,0.060800332,2.5,-7.06E-06,0.038754336,1.73E-05,299.9545288,299.9545288,16061.31445,16105.74805,54.77965314,18.03356901,45.57948303,0,0,0,38,299.9367981,1,6,1,,,1.700286865,50.83089066,,,,,,,,,,,,,,,,
,3967706180,299.9554596,16978.4043,0.039165654,5.81E-06,1,0.999551974,38.01703262,1.773517697,17.27999933,0.363188976,0.061436756,2.5,-7.92E-06,0.039164656,1.67E-05,299.9551086,299.9551086,16959.96484,16996.84375,54.803102,18.0348714,45.59461594,0,0,0,38,299.9350891,1,6,1,,,1.698760986,51.80840683,,,,,,,,,,,,,,,,
,3967706198,299.9557495,17877.73438,0.039553075,3.26E-06,1,0.999551974,38.01703262,1.773531316,17.27999933,0.366785492,0.062038149,2.5,-8.73E-06,0.039552067,1.62E-05,299.9563904,299.9563904,17850.11719,17905.35156,54.86172414,18.03334908,45.61515427,0,0,0,38,299.9338074,1,6,1,,,1.697540283,51.31964874,,,,,,,,,,,,,,,,
,3967706216,299.9549561,18770.80762,0.039925992,3.15E-06,1,0.999551974,38.01703262,1.773523528,17.27999933,0.370240552,0.06263172,2.5,-7.85E-06,0.039924975,1.73E-05,299.9545288,299.9545288,18745.78711,18795.82813,54.76871034,18.03466629,45.61920929,0,0,0,38,299.9352417,1,6,1,,,1.700897217,51.31964874,,,,,,,,,,,,,,,,
,3967706235,299.9542542,19712.25391,0.04030532,4.41E-06,1,0.999551974,38.01703262,1.773491923,17.27999933,0.373755158,0.06320472,2.5,-1.02E-05,0.040304296,1.52E-05,299.9545288,299.9545288,19687.42969,19737.07813,54.86016088,18.0317788,45.61515427,0,0,0,38,299.9367981,1,6,1,,,1.699066162,51.80840683,,,,,,,,,,,,,,,,
,3967706254,299.9560394,20660.66211,0.040664795,3.60E-06,1,0.999551974,38.01703262,1.773527954,17.27999933,0.377090302,0.063803929,2.5,-6.57E-06,0.040663759,1.90E-05,299.9563904,299.9563904,20635.6543,20685.66992,54.80935503,18.03173402,45.62136841,0,0,0,38,299.9325256,1,6,1,,,1.699829102,52.29716492,,,,,,,,,,,,,,,,
,3967706274,299.9549713,21658.95996,0.04102583,3.73E-06,1,0.999551974,38.01703262,1.773558236,17.27999933,0.380449323,0.064343657,2.5,-9.62E-06,0.041024788,1.62E-05,299.954834,299.954834,21631.14258,21686.77734,54.85859762,18.0362068,45.62974548,0,0,0,38,299.9342346,1,6,1,,,1.698455811,52.29716492,,,,,,,,,,,,,,,,
,3967706294,299.9537506,22646.76758,0.041375198,3.19E-06,1,0.999551974,38.01703262,1.773505561,17.27999933,0.383672644,0.064921387,2.5,-6.28E-06,0.041374147,1.97E-05,299.9533997,299.9533997,22624.76953,22668.76563,54.73119217,18.033381,45.64190674,0,0,0,38,299.9362183,1,6,1,,,1.698150635,50.34213257,,,,,,,,,,,,,,,,
,3967706315,299.9550323,23695.59961,0.041722667,4.69E-06,1,0.999551974,38.01703262,1.773519435,17.27999933,0.386899375,0.065457099,2.5,-7.41E-06,0.041721607,1.88E-05,299.9546814,299.9546814,23670.95898,23720.24023,54.87657508,18.03346392,45.63515091,0,0,0,38,299.9373779,1,6,1,,,1.700286865,52.78592682,,,,,,,,,,,,,,,,
,3967706336,299.9550323,24740.24902,0.042058313,4.88E-06,1,0.999551974,38.01703262,1.77354288,17.27999933,0.390019943,0.065966642,2.5,-9.39E-06,0.042057245,1.70E-05,299.9553833,299.9553833,24715.61523,24764.88281,54.84374668,18.03338945,45.63028717,0,0,0,38,299.9382324,1,6,1,,,1.698303223,52.29716492,,,,,,,,,,,,,,,,
,3967706357,299.9554749,25784.89844,0.042382848,4.93E-06,1,0.999551974,38.01703262,1.773587863,17.27999933,0.393040717,0.066468506,2.5,-1.04E-05,0.042381773,1.62E-05,299.9556885,299.9556885,25757.70703,25812.08984,54.830459,18.03448169,45.64812088,0,0,0,38,299.9326477,1,6,1,,,1.701049805,52.78592682,,,,,,,,,,,,,,,,
,3967706380,299.953476,26928.7627,0.042722426,3.53E-06,1,0.999551974,38.01703262,1.773538504,17.27999933,0.396175683,0.067019126,2.5,-8.34E-06,0.042721344,1.85E-05,299.9539795,299.9539795,26903.83789,26953.6875,54.92581767,18.03505756,45.65731049,0,0,0,38,299.9352417,1,6,1,,,1.699829102,52.29716492,,,,,,,,,,,,,,,,
,3967706403,299.954834,28007.54688,0.043040997,9.65E-05,1,0.999551974,38.01703262,1.773564951,17.27999933,0.399138512,0.067503157,2.5,-1.02E-05,0.043039906,1.68E-05,299.954834,299.954834,28000.32227,28014.77148,54.83983854,18.03671128,45.66676712,0,0,0,38,299.9338074,1,4,1,,,1.699523926,52.78592682,,,,,,,,,,,,,,,,
,3967706412,299.9555359,27987.13965,0.043028013,4.43E-06,1,0.999551974,38.01703262,1.773535658,17.27999933,0.399008268,0.067501625,2.5,-8.05E-06,0.043026921,1.90E-05,299.9556885,299.9556885,27983.92969,27990.34961,54.79997548,18.03601904,45.67000961,0,0,0,38,299.9338074,1,6,1,,,1.699676514,52.78592682,,,,,,,,,,,,,,,,
,3967706434,299.9543915,26870.22266,0.042705995,4.26E-06,1,0.999551974,38.01703262,1.773552782,17.27999933,0.396026786,0.066991744,2.5,-8.57E-06,0.042704913,1.82E-05,299.9541016,299.9541016,26845.1875,26895.25781,54.89455253,18.03536707,45.65649796,0,0,0,38,299.935791,1,6,1,,,1.700134277,52.78592682,,,,,,,,,,,,,,,,
,3967706456,299.9546051,25777.08887,0.042383191,5.04E-06,1,0.999551974,38.01703262,1.773488914,17.27999933,0.393015638,0.066505476,2.5,-6.09E-06,0.042382114,2.05E-05,299.9551086,299.9551086,25752.6582,25801.51953,54.98443981,18.03296071,45.67919922,0,0,0,38,299.935791,1,6,1,,,1.697387695,52.78592682,,,,,,,,,,,,,,,,
,3967706478,299.9540405,24686.19336,0.042046839,3.17E-06,1,0.999551974,38.01703262,1.773515003,17.27999933,0.389905188,0.065961557,2.5,-7.89E-06,0.042045772,1.85E-05,299.9546814,299.9546814,24664.1582,24708.22852,54.89924231,18.03373328,45.68514633,0,0,0,38,299.9343567,1,6,1,,,1.69921875,53.27468491,,,,,,,,,,,,,,,,
,3967706499,299.954895,23635.95703,0.041707874,4.47E-06,1,0.999551974,38.01703262,1.773519759,17.27999933,0.38676123,0.065440031,2.5,-6.75E-06,0.041706814,1.95E-05,299.9546814,299.9546814,23613.87109,23658.04297,54.74604312,18.03536207,45.6783905,0,0,0,38,299.9342346,1,6,1,,,1.700134277,53.76344299,,,,,,,,,,,,,,,,
,3967706520,299.9536133,22587.8252,0.041361362,3.14E-06,1,0.999551974,38.01703262,1.773588103,17.27999933,0.383568096,0.06486561,2.5,-1.03E-05,0.041360313,1.57E-05,299.9535522,299.9535522,22566.39063,22609.25977,54.99303773,18.03467964,45.69487381,0,0,0,38,299.9380798,1,6,1,,,1.70135498,53.76344299,,,,,,,,,,,,,,,,
,3967706540,299.9543152,21596.63379,0.041016542,3.72E-06,1,0.999551974,38.01703262,1.773526793,17.27999933,0.380352868,0.064349944,2.5,-7.25E-06,0.041015499,1.85E-05,299.9545288,299.9545288,21572.04883,21621.21875,54.90940348,18.03273851,45.70892334,0,0,0,38,299.9363708,1,6,1,,,1.699523926,53.27468491,,,,,,,,,,,,,,,,
,3967706560,299.9532623,20601.15137,0.040648938,3.89E-06,1,0.999551974,38.01703262,1.773601421,17.27999933,0.376967251,0.063730433,2.5,-1.21E-05,0.040647908,1.35E-05,299.9535522,299.9535522,20576.51953,20625.7832,55.06807407,18.03637422,45.71622086,0,0,0,38,299.9380798,1,6,1,,,1.698913574,53.27468491,,,,,,,,,,,,,,,,
