[Header],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFO,,SAMPLE_MOLECULAR_WEIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFO,,SAMPLE_SIZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFO,,SAMPLE_SHAPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATATYPE,COMMENT,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATATYPE,TIME,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STARTUPAXIS,X,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STARTUPAXIS,Y1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Data],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comment,Time Stamp (sec),Temperature (K),Magnetic Field (Oe),Moment (emu),M. Std. Err. (emu),Transport Action,Averaging Time (sec),Frequency (Hz),Peak Amplitude (mm),Center Position (mm),Coil Signal' (mV),"Coil Signal"" (mV)",Range (mV),M. Quad. Signal (emu),M. Raw' (emu),"M. Raw"" (emu)",Min. Temperature (K),Max. Temperature (K),Min. Field (Oe),Max. Field (Oe),Mass (grams),Motor Lag (deg),Pressure (Torr),VSM Status (code),Motor Status (code),Measure Status (code),Measure Count,System Temp. (K),Temp. Status (code),Field Status (code),Chamber Status (code),Position Status (code),Compressor Status (code),Motor Current (amps),Motor Heatsink Temp. (C),Map 01,Map 02,Map 03,Map 04,Map 05,Map 06,Map 07,Map 08,Map 09,Map 10,Map 11,Map 12,Map 13,Map 14,Map 15,Map 16
sample offset = 32.77 mm touchdown = 9.13999974727631 mm,3985320224,299.9525299,-0.004550913,-0.000638298,9.31E-07,1,0.999551974,38.01703262,1.800074627,17.14999974,-0.006006172,-0.001017686,0.25,-4.40E-08,-0.000638281,-4.47E-07,299.9519653,299.9519653,-0.004550913,-0.004550913,54.74995126,18.00900957,6.810261726,0,0,0,38,299.9523926,1,4,1,,,1.717529297,41.54447937,,,,,,,,,,,,,,,,
,3985320232,299.9508057,4.190819263,-0.00045155,5.95E-05,1,0.999551974,38.01703262,1.799973117,17.14999974,-0.004256593,-0.000673312,0.25,4.92E-06,-0.000451541,4.64E-06,299.9508057,299.9508057,4.190819263,4.190819263,54.57642973,18.01309853,6.817238331,0,0,0,38,299.9503784,1,6,1,,,1.727600098,42.52199554,,,,,,,,,,,,,,,,
,3985320232,299.9511719,31.30834222,0.005796318,0.000388709,1,0.999551974,38.01703262,1.800003644,17.14999974,0.054462026,0.009697705,0.25,4.89E-05,0.005796138,5.26E-05,299.9508057,299.9508057,4.190819263,58.42586517,54.46309359,18.01346087,6.81914711,0,0,0,38,299.9523926,1,6,1,,,1.711273193,43.01075363,,,,,,,,,,,,,,,,
,3985320233,299.9517517,82.74092102,0.014897161,0.000372309,1,0.999551974,38.01703262,1.799943683,17.16000028,0.14010109,0.024141699,0.25,4.27E-05,0.014896752,5.21E-05,299.9515381,299.9515381,58.42586517,107.0559769,54.41541425,18.01273283,6.819802761,0,0,0,38,299.9499512,1,6,1,,,1.705474854,42.52199554,,,,,,,,,,,,,,,,
,3985320238,299.9517517,301.0502014,0.047900212,0.000314829,1,0.999551974,38.01703262,1.799998672,17.16000028,0.450647255,0.076418677,2.5,9.61E-06,0.047898977,3.98E-05,299.9521179,299.9521179,298.0667725,304.0336304,54.74760637,18.0139313,6.823238373,0,0,0,38,299.9512634,1,6,1,,,1.727752686,43.49951172,,,,,,,,,,,,,,,,
,3985320239,299.952179,379.605072,0.0625227,0.000295697,1,0.999551974,38.01703262,1.799947438,17.14999974,0.58822318,0.099606488,2.5,-2.10E-06,0.062521096,3.73E-05,299.9518127,299.9518127,352.0637207,407.1464233,54.7648022,18.01361571,6.824927807,0,0,0,38,299.9529724,1,6,1,,,1.721191406,40.07820129,,,,,,,,,,,,,,,,
,3985320242,299.951889,530.5645599,0.082639804,0.000264732,1,0.999551974,38.01703262,1.799962869,17.14999974,0.777520871,0.131501085,2.5,-1.93E-05,0.082637695,3.28E-05,299.9508057,299.9508057,506.1114197,555.0177002,54.82576922,18.01339613,6.827707291,0,0,0,38,299.9515381,1,6,1,,,1.734619141,44.47702789,,,,,,,,,,,,,,,,
,3985320245,299.951889,679.771698,0.100765734,0.000238539,1,0.999551974,38.01703262,1.800008627,17.14999974,0.948083924,0.160343824,2.5,-2.40E-05,0.100763164,3.96E-05,299.9523926,299.9523926,655.0828247,704.4605713,54.36617166,18.01408362,6.830069065,0,0,0,38,299.9518127,1,6,1,,,1.729125977,43.98826981,,,,,,,,,,,,,,,,
,3985320248,299.951889,831.3955383,0.116825672,0.000208598,1,0.999551974,38.01703262,1.800014954,17.16000028,1.099215407,0.18576364,2.5,-4.23E-05,0.116822701,3.14E-05,299.9523926,299.9523926,806.9733276,855.817749,54.66866189,18.01402811,6.832637787,0,0,0,38,299.9521179,1,6,1,,,1.721801758,44.47702789,,,,,,,,,,,,,,,,
,3985320254,299.9518127,1097.092041,0.139396581,0.000164896,1,0.999551974,38.01703262,1.799992834,17.14999974,1.312226765,0.221666627,25,-6.03E-05,0.139393043,2.76E-05,299.9518127,299.9518127,1097.092041,1097.092041,54.79059594,18.01358074,6.837080479,0,0,0,38,299.9518127,1,6,1,,,1.714172363,44.47702789,,,,,,,,,,,,,,,,
,3985320257,299.9510345,1283.124023,0.153731695,0.000132517,1,0.999551974,38.01703262,1.800007426,17.14999974,1.447195759,0.244392413,25,-7.41E-05,0.153727801,2.29E-05,299.9508057,299.9508057,1258.082764,1308.165283,54.87735671,18.0119414,6.839990616,0,0,0,38,299.9519653,1,6,1,,,1.713104248,44.96578979,,,,,,,,,,,,,,,,
,3985320263,299.9526062,1579.98584,0.169770552,9.07E-05,1,0.999551974,38.01703262,1.799987053,17.14999974,1.598168126,0.26986375,25,-8.43E-05,0.169766246,2.28E-05,299.9526672,299.9526672,1555.173218,1604.798462,54.61707441,18.0124994,6.844257355,0,0,0,38,299.9521179,1,6,1,,,1.727905273,44.96578979,,,,,,,,,,,,,,,,
,3985320268,299.953186,1826.886475,0.178835816,6.36E-05,1,0.999551974,38.01703262,1.799929729,17.14999974,1.683468035,0.284177683,25,-9.81E-05,0.178831283,1.47E-05,299.9533997,299.9533997,1804.857178,1848.915771,54.55688901,18.01308476,6.848230362,0,0,0,38,299.9501038,1,6,1,,,1.726989746,45.45454788,,,,,,,,,,,,,,,,
,3985320274,299.9530334,2127.345947,0.186026464,4.16E-05,1,0.999551974,38.01703262,1.799980951,17.14999974,1.751206213,0.295610052,25,-0.000102229,0.186021751,1.51E-05,299.9530945,299.9530945,2102.133301,2152.558594,54.7866878,18.01182838,6.853565216,0,0,0,38,299.9501038,1,6,1,,,1.726989746,44.96578979,,,,,,,,,,,,,,,,
,3985320280,299.9522552,2425.019775,0.190616942,2.95E-05,1,0.999551974,38.01703262,1.7999694,17.16000028,1.794400776,0.302948901,25,-9.98E-05,0.190612114,2.04E-05,299.9525452,299.9525452,2400.047607,2449.991943,54.4771629,18.01067307,6.857527733,0,0,0,38,299.9490967,1,6,1,,,1.721191406,45.94330597,,,,,,,,,,,,,,,,
,3985320287,299.951889,2774.725952,0.194077563,1.88E-05,1,0.999551974,38.01703262,1.79998415,17.14999974,1.82701423,0.30832313,25,-0.000115277,0.194072658,7.13E-06,299.9518127,299.9518127,2746.653564,2802.79834,54.66006398,18.01233792,6.86284256,0,0,0,38,299.9482422,1,6,1,,,1.728057861,46.43206406,,,,,,,,,,,,,,,,
,3985320294,299.9513855,3126.803711,0.196386788,1.64E-05,1,0.999551974,38.01703262,1.79990762,17.14999974,1.848665407,0.31204142,25,-0.000109983,0.196381824,1.39E-05,299.9519653,299.9519653,3102.63623,3150.971191,54.775745,18.00950887,6.868372917,0,0,0,38,299.9492493,1,6,1,,,1.720123291,45.94330597,,,,,,,,,,,,,,,,
,3985320302,299.95224,3523.368652,0.198209889,1.52E-05,1,0.999551974,38.01703262,1.799975239,17.14999974,1.865886112,0.315005227,25,-0.000105101,0.198204871,1.99E-05,299.9518127,299.9518127,3495.543945,3551.193359,54.75776754,18.00915825,6.874242783,0,0,0,38,299.9521179,1,6,1,,,1.732025146,46.92082214,,,,,,,,,,,,,,,,
,3985320310,299.9529724,3923.22644,0.199532906,1.28E-05,1,0.999551974,38.01703262,1.800002722,17.16000028,1.878389439,0.316989558,25,-0.000118863,0.199527859,6.96E-06,299.9529724,299.9529724,3898.199463,3948.253418,54.5099913,18.00995914,6.87906456,0,0,0,38,299.9479675,1,6,1,,,1.733551025,46.43206406,,,,,,,,,,,,,,,,
,3985320319,299.9527588,4367.326172,0.200646071,1.52E-05,1,0.999551974,38.01703262,1.79993506,17.14999974,1.88879585,0.318766376,25,-0.000117383,0.200640997,9.14E-06,299.9525452,299.9525452,4339.522949,4395.129395,54.73431869,18.01025637,6.885096073,0,0,0,38,299.9468079,1,6,1,,,1.711578369,46.92082214,,,,,,,,,,,,,,,,
,3985320328,299.953186,4816.53833,0.201509422,1.17E-05,1,0.999551974,38.01703262,1.799994654,17.16000028,1.896977956,0.320186954,25,-0.000113778,0.201504322,1.33E-05,299.9533997,299.9533997,4791.785156,4841.291504,54.66006398,18.00875185,6.890822887,0,0,0,38,299.9499512,1,6,1,,,1.727752686,46.92082214,,,,,,,,,,,,,,,,
,3985320339,299.9513855,5341.890381,0.202344169,1.63E-05,1,0.999551974,38.01703262,1.799916868,17.14999974,1.904770488,0.321412439,25,-0.000123515,0.202339065,4.06E-06,299.9518127,299.9518127,5289.5625,5394.218262,54.64208652,18.01067208,6.898087502,0,0,0,38,299.9492493,1,6,1,,,1.712036133,48.38709641,,,,,,,,,,,,,,,,
,3985320348,299.9516754,5813.864746,0.202896756,1.66E-05,1,0.999551974,38.01703262,1.799887168,17.14999974,1.909943553,0.32227244,25,-0.000125176,0.202891637,2.74E-06,299.9518127,299.9518127,5792.049805,5835.679688,54.56626856,18.01121291,6.903453827,0,0,0,38,299.9495239,1,6,1,,,1.712493896,47.89833832,,,,,,,,,,,,,,,,
,3985320359,299.952179,6360.84375,0.203442099,9.03E-06,1,0.999551974,38.01703262,1.799929372,17.14999974,1.915118211,0.323162445,25,-0.00012376,0.203436963,4.49E-06,299.9529724,299.9529724,6336.186035,6385.501465,54.6991454,18.01080403,6.909158707,0,0,0,38,299.9483948,1,6,1,,,1.72744751,48.38709641,,,,,,,,,,,,,,,,
,3985320369,299.9529724,6861.657471,0.203858774,1.78E-05,1,0.999551974,38.01703262,1.799929467,17.14999974,1.919023955,0.323923085,25,-0.000113511,0.203853618,1.50E-05,299.9529724,299.9529724,6837.040039,6886.274902,54.81169991,18.00942643,6.915489197,0,0,0,38,299.9483948,1,6,1,,,1.713104248,48.87585831,,,,,,,,,,,,,,,,
,3985320381,299.9517517,7453.275635,0.204301425,1.29E-05,1,0.999551974,38.01703262,1.799961728,17.16000028,1.923208463,0.324727705,25,-0.000103593,0.204296259,2.52E-05,299.9515381,299.9515381,7428.258301,7478.292969,54.80935503,18.01019186,6.921591282,0,0,0,38,299.9511108,1,6,1,,,1.71295166,48.87585831,,,,,,,,,,,,,,,,
,3985320393,299.9498901,8055.749512,0.204676123,1.75E-05,1,0.999551974,38.01703262,1.799987332,17.14999974,1.926769001,0.325290262,25,-0.000107761,0.204670962,2.12E-05,299.9494019,299.9494019,8028.458496,8083.040527,54.90002393,18.0102441,6.927884579,0,0,0,38,299.9515381,1,6,1,,,1.733398438,49.36461639,,,,,,,,,,,,,,,,
,3985320405,299.9525299,8650.683105,0.20500677,1.66E-05,1,0.999551974,38.01703262,1.799902642,17.14999974,1.929817759,0.325652554,25,-0.000123664,0.205001597,5.52E-06,299.9523926,299.9523926,8625.863281,8675.50293,54.93832373,18.00919328,6.93486166,0,0,0,38,299.9501038,1,6,1,,,1.721038818,49.36461639,,,,,,,,,,,,,,,,
,3985320418,299.9511108,9299.045898,0.205327529,1.49E-05,1,0.999551974,38.01703262,1.7998991,17.14999974,1.932803172,0.326340906,25,-0.00010478,0.205322345,2.46E-05,299.9512634,299.9512634,9274.664063,9323.427734,55.02664775,18.00950926,6.940196514,0,0,0,38,299.9523926,1,6,1,,,1.718444824,49.36461639,,,,,,,,,,,,,,,,
,3985320431,299.951828,9948.019043,0.205599882,1.71E-05,1,0.999551974,38.01703262,1.799904355,17.14999974,1.935395595,0.326637782,25,-0.000119451,0.205594697,1.01E-05,299.9515381,299.9515381,9924.003906,9972.03418,54.94692164,18.0096065,6.94719696,0,0,0,38,299.9519653,1,6,1,,,1.715545654,48.87585831,,,,,,,,,,,,,,,,
,3985320445,299.9528198,10646.3457,0.205868034,1.38E-05,1,0.999551974,38.01703262,1.79978648,17.16000028,1.937775711,0.327160309,25,-0.000107109,0.20586283,2.26E-05,299.9530945,299.9530945,10618.75391,10673.9375,54.67804143,18.00747844,6.957166195,0,0,0,38,299.9483948,1,6,1,,,1.714172363,50.83089066,,,,,,,,,,,,,,,,
,3985320459,299.9537659,11344.94385,0.206112915,1.39E-05,1,0.999551974,38.01703262,1.799883413,17.14999974,1.940174623,0.327615596,25,-0.000102027,0.206107698,2.78E-05,299.9535522,299.9535522,11320.54297,11369.34473,54.97740516,18.00856231,6.964369297,0,0,0,38,299.9468079,1,6,1,,,1.713104248,50.34213257,,,,,,,,,,,,,,,,
,3985320474,299.9520416,12091.5625,0.206358393,1.01E-05,1,0.999551974,38.01703262,1.799776978,17.16000028,1.942408439,0.327777979,25,-0.000124322,0.206353195,5.64E-06,299.9519653,299.9519653,12070.08105,12113.04395,54.90315045,18.00813145,6.970505238,0,0,0,38,299.9468079,1,6,1,,,1.703338623,50.34213257,,,,,,,,,,,,,,,,
,3985320489,299.9533234,12831.68896,0.206578403,8.22E-06,1,0.999551974,38.01703262,1.799796265,17.14999974,1.944482269,0.328233646,25,-0.000113517,0.206573186,1.66E-05,299.9535522,299.9535522,12807.2666,12856.11133,54.86016088,18.00803161,6.976599216,0,0,0,38,299.9453735,1,6,1,,,1.71295166,50.83089066,,,,,,,,,,,,,,,,
,3985320505,299.9516754,13630.4165,0.206779645,1.89E-05,1,0.999551974,38.01703262,1.799758291,17.16000028,1.946367428,0.328363678,25,-0.000133048,0.206774446,-2.86E-06,299.9525452,299.9525452,13606.1543,13654.67871,54.62098255,18.00808141,6.982923985,0,0,0,38,299.9478149,1,6,1,,,1.718444824,50.34213257,,,,,,,,,,,,,,,,
,3985320521,299.953476,14427.15332,0.206977418,1.49E-05,1,0.999551974,38.01703262,1.799826231,17.14999974,1.948274411,0.328846268,25,-0.000116538,0.206972196,1.38E-05,299.9529724,299.9529724,14402.9209,14451.38574,55.08058012,18.00797091,6.989446163,0,0,0,38,299.9468079,1,6,1,,,1.703338623,50.34213257,,,,,,,,,,,,,,,,
,3985320537,299.9526825,15224.20996,0.207149398,1.74E-05,1,0.999551974,38.01703262,1.79973833,17.14999974,1.949803407,0.329084485,25,-0.000118668,0.207144179,1.17E-05,299.9519653,299.9519653,15199.7998,15248.62012,54.88986276,18.00888858,6.99595499,0,0,0,38,299.9480896,1,6,1,,,1.705474854,50.83089066,,,,,,,,,,,,,,,,
,3985320555,299.9526062,16116.94922,0.207344038,1.34E-05,1,0.999551974,38.01703262,1.799797913,17.14999974,1.951684495,0.329488247,25,-0.000109845,0.20733881,2.06E-05,299.9536743,299.9536743,16095.56055,16138.33789,54.87110368,18.00606922,7.002369881,0,0,0,38,299.9483948,1,6,1,,,1.714477539,51.80840683,,,,,,,,,,,,,,,,
,3985320572,299.9514618,16964.95215,0.207514525,6.64E-06,1,0.999551974,38.01703262,1.79967595,17.16000028,1.95318271,0.329602201,25,-0.000124272,0.207509311,6.30E-06,299.9519653,299.9519653,16940.16406,16989.74023,54.75151452,18.00683048,7.008387089,0,0,0,38,299.9490967,1,6,1,,,1.719512939,51.31964874,,,,,,,,,,,,,,,,
,3985320590,299.9526825,17862.66406,0.207665296,1.52E-05,1,0.999551974,38.01703262,1.799652105,17.14999974,1.954559501,0.329937315,25,-0.000113721,0.207660067,1.69E-05,299.9529724,299.9529724,17838.25,17887.07813,54.76245731,18.00707325,7.015295506,0,0,0,38,299.9475403,1,6,1,,,1.714477539,51.80840683,,,,,,,,,,,,,,,,
,3985320608,299.9519653,18761.49707,0.207834704,1.91E-05,1,0.999551974,38.01703262,1.799660864,17.14999974,1.956150672,0.330282867,25,-0.000105842,0.20782947,2.49E-05,299.9513855,299.9513855,18740.26758,18782.72656,54.75854917,18.00750141,7.019901752,0,0,0,38,299.9482422,1,6,1,,,1.699371338,51.80840683,,,,,,,,,,,,,,,,
,3985320627,299.9521179,19705.55957,0.207978996,1.76E-05,1,0.999551974,38.01703262,1.799679072,17.14999974,1.957539099,0.330450765,25,-0.000112763,0.207973764,1.80E-05,299.9512634,299.9512634,19680.75195,19730.36719,54.61082138,18.00766416,7.026115894,0,0,0,38,299.9492493,1,6,1,,,1.709594727,52.29716492,,,,,,,,,,,,,,,,
,3985320646,299.953598,20649.5127,0.20812077,1.29E-05,1,0.999551974,38.01703262,1.799621506,17.14999974,1.95881317,0.330659598,25,-0.000113459,0.208115529,1.74E-05,299.9530945,299.9530945,20624.49609,20674.5293,54.88986276,18.00534065,7.031456947,0,0,0,38,299.946228,1,6,1,,,1.713256836,51.80840683,,,,,,,,,,,,,,,,
,3985320666,299.9521027,21645.80078,0.208260355,1.44E-05,1,0.999551974,38.01703262,1.799616585,17.16000028,1.960100466,0.331006379,25,-0.000100134,0.208255113,3.08E-05,299.9526672,299.9526672,21624.39258,21667.20898,54.74682474,18.00646709,7.037619114,0,0,0,38,299.9479675,1,6,1,,,1.719055176,52.29716492,,,,,,,,,,,,,,,,
,3985320686,299.9520416,22643.79492,0.208407463,1.25E-05,1,0.999551974,38.01703262,1.7995175,17.14999974,1.961400061,0.331100182,25,-0.000113161,0.208402228,1.78E-05,299.9515381,299.9515381,22618.37305,22669.2168,54.90627696,18.00620344,7.044072628,0,0,0,38,299.9503784,1,6,1,,,1.709442139,52.29716492,,,,,,,,,,,,,,,,
,3985320707,299.9525452,23690.24609,0.208526842,8.51E-06,1,0.999551974,38.01703262,1.799534654,17.14999974,1.96255714,0.331202842,25,-0.00012277,0.208521609,8.26E-06,299.9529724,299.9529724,23665.41992,23715.07227,54.89533416,18.0065208,7.049587727,0,0,0,38,299.946106,1,6,1,,,1.720123291,52.78592682,,,,,,,,,,,,,,,,
,3985320728,299.9503937,24732.06055,0.208651161,1.29E-05,1,0.999551974,38.01703262,1.799551683,17.16000028,1.963733665,0.331473226,25,-0.000115395,0.208645935,1.57E-05,299.9494019,299.9494019,24707.61914,24756.50195,54.90705859,18.00568406,7.055463314,0,0,0,38,299.9511108,1,6,1,,,1.719207764,52.78592682,,,,,,,,,,,,,,,,
,3985320750,299.951828,25826.7334,0.208777726,1.83E-05,1,0.999551974,38.01703262,1.799562891,17.14999974,1.964933368,0.331696363,25,-0.000113304,0.208772491,1.78E-05,299.9521179,299.9521179,25798.90625,25854.56055,54.87423019,18.00587338,7.061184406,0,0,0,38,299.9495239,1,6,1,,,1.704711914,52.78592682,,,,,,,,,,,,,,,,
,3985320772,299.9530945,26921.92871,0.208890283,1.38E-05,1,0.999551974,38.01703262,1.799479218,17.14999974,1.965905416,0.331847137,25,-0.00011471,0.208885041,1.65E-05,299.9530945,299.9530945,26896.57031,26947.28711,54.83671202,18.00380388,7.066389561,0,0,0,38,299.9479675,1,6,1,,,1.714172363,53.27468491,,,,,,,,,,,,,,,,
,3985320796,299.9530487,28000.02539,0.209005738,1.62E-05,1,0.999551974,38.01703262,1.799397164,17.14999974,1.966913338,0.331962076,25,-0.000120446,0.209000499,1.08E-05,299.9535522,299.9535522,27999.97656,28000.07422,54.78199803,18.0043736,7.072494984,0,0,0,38,299.9472351,1,4,1,,,1.701202393,52.78592682,,,,,,,,,,,,,,,,
,3985320804,299.9521179,27981.91992,0.209001845,1.48E-05,1,0.999551974,38.01703262,1.799375316,17.14999974,1.96685334,0.331952213,25,-0.000120418,0.208996611,1.08E-05,299.9521179,299.9521179,27976.31055,27987.5293,55.05713127,18.00590487,7.073963642,0,0,0,38,299.946106,1,6,1,,,1.729278564,52.29716492,,,,,,,,,,,,,,,,
,3985320827,299.9519653,26853.54492,0.208897343,1.78E-05,1,0.999551974,38.01703262,1.799351352,17.14999974,1.965852581,0.331732865,25,-0.000125601,0.208892114,5.57E-06,299.9519653,299.9519653,26829.10742,26877.98242,54.83905691,18.0060132,7.080450058,0,0,0,38,299.9479675,1,6,1,,,1.713256836,52.78592682,,,,,,,,,,,,,,,,
,3985320849,299.9537506,25756.66211,0.208775814,1.09E-05,1,0.999551974,38.01703262,1.799273454,17.16000028,1.964643771,0.331418377,25,-0.000136975,0.208770582,-5.85E-06,299.9541016,299.9541016,25731.8418,25781.48242,54.85312622,18.0069532,7.084843159,0,0,0,38,299.9438171,1,6,1,,,1.722106934,53.27468491,,,,,,,,,,,,,,,,
,3985320870,299.9533234,24702.1875,0.208654825,1.09E-05,1,0.999551974,38.01703262,1.799286536,17.14999974,1.963503779,0.331319698,25,-0.00012725,0.20864959,3.83E-06,299.9541016,299.9541016,24678.16602,24726.20898,54.89924231,18.00494375,7.089714527,0,0,0,38,299.9448242,1,6,1,,,1.719818115,53.76344299,,,,,,,,,,,,,,,,
,3985320891,299.9540405,23657.35742,0.208529997,1.57E-05,1,0.999551974,38.01703262,1.799205971,17.14999974,1.962237124,0.331142139,25,-0.000123464,0.208524756,7.57E-06,299.9541016,299.9541016,23632.33789,23682.37695,54.95864607,18.00809083,7.093518734,0,0,0,38,299.9440918,1,6,1,,,1.707305908,53.76344299,,,,,,,,,,,,,,,,
,3985320912,299.9540405,22613.47656,0.208397801,1.01E-05,1,0.999551974,38.01703262,1.799211018,17.14999974,1.960986674,0.331003175,25,-0.000115968,0.208392557,1.50E-05,299.9539795,299.9539795,22588.83203,22638.12109,54.98912958,18.00674326,7.09859848,0,0,0,38,299.9468079,1,6,1,,,1.722869873,53.76344299,,,,,,,,,,,,,,,,
,3985320932,299.9524689,21616.90039,0.208267997,9.18E-06,1,0.999551974,38.01703262,1.799094817,17.14999974,1.959663835,0.330644017,25,-0.000129963,0.208262772,9.57E-07,299.9525452,299.9525452,21594.88281,21638.91797,54.84140179,18.01336141,7.102575779,0,0,0,38,299.9469604,1,6,1,,,1.708831787,54.25220108,,,,,,,,,,,,,,,,
,3985320952,299.9524689,20617.03027,0.20812802,1.40E-05,1,0.999551974,38.01703262,1.799003723,17.16000028,1.958251133,0.330396986,25,-0.000130799,0.208122797,6.03E-08,299.9529724,299.9529724,20592.61719,20641.44336,54.90705859,18.01670425,7.106189728,0,0,0,38,299.9472351,1,6,1,,,1.707611084,54.25220108,,,,,,,,,,,,,,,,
,3985320972,299.9541016,19616.64648,0.207987643,1.83E-05,1,0.999551974,38.01703262,1.79896035,17.14999974,1.956889914,0.330131822,25,-0.000134404,0.207982414,-3.61E-06,299.9541016,299.9541016,19592.43359,19640.85938,54.94535839,18.01984652,7.109740734,0,0,0,38,299.9440918,1,6,1,,,1.71585083,54.25220108,,,,,,,,,,,,,,,,
,3985320990,299.9537506,18721.77148,0.207842362,1.35E-05,1,0.999551974,38.01703262,1.798920497,17.14999974,1.955469632,0.329958979,25,-0.000127434,0.207837132,3.29E-06,299.9541016,299.9541016,18693.94727,18749.5957,54.88673625,18.02161495,7.113652706,0,0,0,38,299.9448242,1,6,1,,,1.716156006,53.76344299,,,,,,,,,,,,,,,,
