[Header],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFO,,SAMPLE_MOLECULAR_WEIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFO,,SAMPLE_SIZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFO,,SAMPLE_SHAPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATATYPE,COMMENT,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATATYPE,TIME,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STARTUPAXIS,X,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STARTUPAXIS,Y1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Data],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comment,Time Stamp (sec),Temperature (K),Magnetic Field (Oe),Moment (emu),M. Std. Err. (emu),Transport Action,Averaging Time (sec),Frequency (Hz),Peak Amplitude (mm),Center Position (mm),Coil Signal' (mV),"Coil Signal"" (mV)",Range (mV),M. Quad. Signal (emu),M. Raw' (emu),"M. Raw"" (emu)",Min. Temperature (K),Max. Temperature (K),Min. Field (Oe),Max. Field (Oe),Mass (grams),Motor Lag (deg),Pressure (Torr),VSM Status (code),Motor Status (code),Measure Status (code),Measure Count,System Temp. (K),Temp. Status (code),Field Status (code),Chamber Status (code),Position Status (code),Compressor Status (code),Motor Current (amps),Motor Heatsink Temp. (C),Map 01,Map 02,Map 03,Map 04,Map 05,Map 06,Map 07,Map 08,Map 09,Map 10,Map 11,Map 12,Map 13,Map 14,Map 15,Map 16
sample offset = 33.04 mm touchdown = 9.15000028908253 mm,3988432612,299.9541016,-0.025897213,-0.000754823,6.40E-07,1,0.999551974,38.01703262,1.800391718,16.89999923,-0.007107316,-0.00118327,0.25,2.12E-06,-0.000754805,1.64E-06,299.9541016,299.9541016,-0.030659266,-0.021135161,54.48497919,17.9884033,6.814221382,0,0,0,38,299.948822,1,4,1,,,1.730804443,41.05572128,,,,,,,,,,,,,,,,
,3988432619,299.9541016,7.41957593,-0.000741357,1.06E-06,1,0.999551974,38.01703262,1.800334035,16.89999923,-0.006983083,-0.00114571,0.25,3.82E-06,-0.00074134,3.35E-06,299.9541016,299.9541016,4.202807903,10.63634396,54.42948357,17.9888059,6.821938515,0,0,0,38,299.9483948,1,6,1,,,1.710662842,42.52199554,,,,,,,,,,,,,,,,
,3988432620,299.9541016,53.468647,0.010702968,0.000446109,1,0.999551974,38.01703262,1.80035613,16.89999923,0.100639886,0.017580503,0.25,5.53E-05,0.010702658,6.20E-05,299.9541016,299.9541016,34.66091156,72.27638245,54.47403639,17.98948503,6.822971344,0,0,0,38,299.9478149,1,6,1,,,1.718597412,43.01075363,,,,,,,,,,,,,,,,
,3988432621,299.9541016,96.88430405,,,1,0.999551974,38.01703262,1.80031138,16.89999923,0.196392405,0.033732974,0.25,,,,299.9541016,299.9541016,72.27638245,121.4922256,54.61551115,17.99057775,6.8236022,1,0,,38,299.9473877,1,6,1,,,1.73034668,42.52199554,,,,,,,,,,,,,,,,
,3988432624,299.9541016,265.2896271,0.038969558,0.000348775,1,0.999551974,38.01703262,1.80030983,16.89999923,0.366665008,0.062324634,2.5,2.30E-05,0.038968541,4.76E-05,299.9541016,299.9541016,262.1157227,268.4635315,54.59440718,17.9898977,6.827016354,0,0,0,38,299.9473877,1,6,1,,,1.731872559,43.01075363,,,,,,,,,,,,,,,,
,3988432626,299.9541016,347.7231903,0.062296825,0.000302158,1,0.999551974,38.01703262,1.800334597,16.89999923,0.586220042,0.099275721,2.5,-1.22E-06,0.062295224,3.81E-05,299.9541016,299.9541016,322.946228,372.5001526,54.48028942,17.99222654,6.827912807,0,0,0,38,299.9479675,1,6,1,,,1.714782715,43.01075363,,,,,,,,,,,,,,,,
,3988432629,299.9541016,495.3992615,0.08261452,0.000265057,1,0.999551974,38.01703262,1.800350241,16.89999923,0.777439201,0.131532243,2.5,-1.47E-05,0.082612404,3.75E-05,299.9541016,299.9541016,470.5508423,520.2476807,54.44198962,17.99114342,6.831103802,0,0,0,38,299.9483948,1,6,1,,,1.717834473,43.49951172,,,,,,,,,,,,,,,,
,3988432633,299.9541016,694.6627197,0.105802803,0.000218427,1,0.999551974,38.01703262,1.800341255,16.89999923,0.99565462,0.16840107,2.5,-2.40E-05,0.105800096,4.28E-05,299.9541016,299.9541016,667.147583,722.1778564,54.66866189,17.99135596,6.835432053,0,0,0,38,299.9480896,1,6,1,,,1.716766357,43.98826981,,,,,,,,,,,,,,,,
,3988432638,299.9541016,957.9805298,0.124854818,0.000180265,1,0.999551974,38.01703262,1.800318405,16.89999923,1.175540999,0.198595429,25,-5.21E-05,0.124851639,2.66E-05,299.9541016,299.9541016,954.7661743,961.1948853,54.57330321,17.99114337,6.839306355,0,0,0,38,299.9480896,1,6,1,,,1.732788086,43.98826981,,,,,,,,,,,,,,,,
,3988432640,299.9541016,1044.785645,0.136899335,0.000154034,1,0.999551974,38.01703262,1.800275088,16.89999923,1.288916091,0.217729941,25,-5.91E-05,0.136895851,2.72E-05,299.9541016,299.9541016,1023.187378,1066.383911,54.6194193,17.99192216,6.840835571,0,0,0,38,299.9475403,1,6,1,,,1.731872559,43.98826981,,,,,,,,,,,,,,,,
,3988432645,299.9541016,1292.391174,0.152764092,0.000112984,1,0.999551974,38.01703262,1.800292857,16.89999923,1.438302916,0.242933406,25,-6.92E-05,0.152760207,2.71E-05,299.9541016,299.9541016,1267.771362,1317.010986,54.57721136,17.99357743,6.845625401,0,0,0,38,299.9509583,1,6,1,,,1.731262207,45.45454788,,,,,,,,,,,,,,,,
,3988432649,299.9541016,1515.536255,0.164107915,7.87E-05,1,0.999551974,38.01703262,1.800289196,16.89999923,1.545113382,0.260917588,25,-8.02E-05,0.164103746,2.33E-05,299.9541016,299.9541016,1469.477661,1561.594849,54.56392367,17.99453276,6.850223064,0,0,0,38,299.9501038,1,6,1,,,1.717681885,44.47702789,,,,,,,,,,,,,,,,
,3988432655,299.9541016,1788.294861,0.172025347,5.77E-05,1,0.999551974,38.01703262,1.800316346,16.89999923,1.619681516,0.273510778,25,-8.39E-05,0.172020977,2.46E-05,299.9541016,299.9541016,1764.091675,1812.498047,54.71321472,17.99387713,6.853844643,0,0,0,38,299.9521179,1,6,1,,,1.714935303,44.47702789,,,,,,,,,,,,,,,,
,3988432661,299.9541016,2085.68042,0.178433951,4.01E-05,1,0.999551974,38.01703262,1.800262973,16.90999977,1.679993267,0.283567133,25,-0.000100319,0.178429427,1.22E-05,299.9541016,299.9541016,2063.977295,2107.383545,54.30207812,17.99353531,6.859331608,0,0,0,38,299.9528198,1,6,1,,,1.738128662,45.45454788,,,,,,,,,,,,,,,,
,3988432668,299.9541016,2432.417725,0.183209793,2.49E-05,1,0.999551974,38.01703262,1.800303064,16.89999923,1.724998945,0.291148314,25,-0.000104585,0.183205149,1.10E-05,299.9541016,299.9541016,2407.655029,2457.18042,54.37476957,17.99299324,6.864492893,0,0,0,38,299.9501038,1,6,1,,,1.733398438,45.94330597,,,,,,,,,,,,,,,,
,3988432675,299.9541016,2784.640747,0.186326308,2.05E-05,1,0.999551974,38.01703262,1.800313952,16.90999977,1.754344959,0.29614812,25,-0.000101532,0.186321582,1.60E-05,299.9541016,299.9541016,2760.828125,2808.453369,54.44198962,17.99426887,6.87035656,0,0,0,38,299.9501038,1,6,1,,,1.730499268,45.94330597,,,,,,,,,,,,,,,,
,3988432682,299.9541016,3131.456177,0.188476426,1.93E-05,1,0.999551974,38.01703262,1.800296406,16.89999923,1.774572959,0.299559094,25,-0.000103079,0.188471646,1.58E-05,299.9541016,299.9541016,3103.843506,3159.068848,54.51468107,17.99511642,6.875983238,0,0,0,38,299.9492493,1,6,1,,,1.717681885,45.45454788,,,,,,,,,,,,,,,,
,3988432690,299.9541016,3529.790039,0.190239732,1.39E-05,1,0.999551974,38.01703262,1.800296971,16.89999923,1.791186296,0.302299008,25,-0.000110699,0.190234912,9.27E-06,299.9541016,299.9541016,3505.56543,3554.014648,54.803102,17.99558927,6.881891727,0,0,0,38,299.9490967,1,6,1,,,1.703491211,45.94330597,,,,,,,,,,,,,,,,
,3988432698,299.9541016,3925.167114,0.191525293,1.46E-05,1,0.999551974,38.01703262,1.800276271,16.89999923,1.803266942,0.30435709,25,-0.000109455,0.19152044,1.13E-05,299.9541016,299.9541016,3901.063965,3949.270264,54.73275543,17.99536646,6.887260437,0,0,0,38,299.9490967,1,6,1,,,1.718292236,46.43206406,,,,,,,,,,,,,,,,
,3988432707,299.9541016,4368.535645,0.192647899,1.32E-05,1,0.999551974,38.01703262,1.800210401,16.89999923,1.813783651,0.306059462,25,-0.000117591,0.192643024,3.89E-06,299.9541016,299.9541016,4343.925293,4393.145996,54.65771909,17.996588,6.893502712,0,0,0,38,299.948822,1,6,1,,,1.730651855,46.92082214,,,,,,,,,,,,,,,,
,3988432716,299.9541016,4821.743164,0.19351091,1.54E-05,1,0.999551974,38.01703262,1.80021799,16.89999923,1.821886308,0.307609646,25,-9.92E-05,0.193506001,2.28E-05,299.9541016,299.9541016,4797.016113,4846.470215,54.60378672,17.99685262,6.90004158,0,0,0,38,299.9469604,1,6,1,,,1.717681885,47.40958023,,,,,,,,,,,,,,,,
,3988432726,299.9541016,5322.008789,0.194282223,1.83E-05,1,0.999551974,38.01703262,1.800208772,16.89999923,1.829142412,0.308814011,25,-0.000101748,0.194277297,2.07E-05,299.9541016,299.9541016,5293.955566,5350.062012,54.79606734,17.99607228,6.906113625,0,0,0,38,299.9459534,1,6,1,,,1.730651855,47.40958023,,,,,,,,,,,,,,,,
,3988432736,299.9541016,5818.462402,0.194905923,1.27E-05,1,0.999551974,38.01703262,1.800167476,16.89999923,1.834989532,0.309702529,25,-0.000112253,0.194900988,1.06E-05,299.9541016,299.9541016,5794.056641,5842.868164,54.81091828,17.99755244,6.912332535,0,0,0,38,299.9463806,1,6,1,,,1.729736328,48.38709641,,,,,,,,,,,,,,,,
,3988432746,299.9541016,6318.994873,0.195423562,1.52E-05,1,0.999551974,38.01703262,1.800160078,16.89999923,1.83983052,0.310671768,25,-9.68E-05,0.195418605,2.64E-05,299.9541016,299.9541016,6294.572754,6343.416992,54.7155596,17.99696271,6.918970585,0,0,0,38,299.9450989,1,6,1,,,1.73324585,47.89833832,,,,,,,,,,,,,,,,
,3988432757,299.9541016,6864.638184,0.195908411,1.35E-05,1,0.999551974,38.01703262,1.800221981,16.89999923,1.844474658,0.311350139,25,-0.000107983,0.195903449,1.55E-05,299.9541016,299.9541016,6837.794434,6891.481934,54.66319049,17.9960893,6.925723553,0,0,0,38,299.9440918,1,6,1,,,1.720123291,48.38709641,,,,,,,,,,,,,,,,
,3988432769,299.9541016,7460.495361,0.196360753,1.64E-05,1,0.999551974,38.01703262,1.800220272,16.89999923,1.848726055,0.312102299,25,-0.000104655,0.196355778,1.91E-05,299.9541016,299.9541016,7433.061035,7487.929688,54.7921592,17.99676918,6.933528423,0,0,0,38,299.9463806,1,6,1,,,1.736907959,48.38709641,,,,,,,,,,,,,,,,
,3988432781,299.9541016,8060.866211,0.196749643,1.80E-05,1,0.999551974,38.01703262,1.800117119,16.89999923,1.852274485,0.312756677,25,-9.91E-05,0.196744656,2.49E-05,299.9541016,299.9541016,8039.265625,8082.466797,54.78981431,17.99807116,6.939449787,0,0,0,38,299.9429626,1,6,1,,,1.738128662,48.87585831,,,,,,,,,,,,,,,,
,3988432793,299.9541016,8659.473145,0.19707884,1.26E-05,1,0.999551974,38.01703262,1.800127277,16.89999923,1.855387746,0.313259146,25,-0.000101686,0.197073847,2.25E-05,299.9541016,299.9541016,8635.070313,8683.875977,54.77730826,17.99681914,6.945916653,0,0,0,38,299.9439392,1,6,1,,,1.733551025,48.87585831,,,,,,,,,,,,,,,,
,3988432806,299.9541016,9301.219238,0.197408753,1.43E-05,1,0.999551974,38.01703262,1.800112118,16.89999923,1.858495961,0.313677232,25,-0.000112862,0.19740376,1.15E-05,299.9541016,299.9541016,9277.023438,9325.415039,54.693674,17.99715142,6.952724934,0,0,0,38,299.9489746,1,6,1,,,1.716766357,48.87585831,,,,,,,,,,,,,,,,
,3988432819,299.9541016,9946.959961,0.19769399,1.24E-05,1,0.999551974,38.01703262,1.800122426,16.89999923,1.861174389,0.31423474,25,-0.000102121,0.197688984,2.24E-05,299.9541016,299.9541016,9922.316406,9971.603516,54.73431869,17.99684736,6.959676266,0,0,0,38,299.9449463,1,6,1,,,1.732330322,49.85337448,,,,,,,,,,,,,,,,
,3988432833,299.9541016,10651.56055,0.197980088,1.76E-05,1,0.999551974,38.01703262,1.800137963,16.89999923,1.863878594,0.314721611,25,-9.91E-05,0.197975074,2.56E-05,299.9541016,299.9541016,10626.35742,10676.76367,54.63583349,17.9983204,6.965626717,0,0,0,38,299.946106,1,6,1,,,1.710968018,49.85337448,,,,,,,,,,,,,,,,
,3988432847,299.9541016,11347.89648,0.198224982,9.07E-06,1,0.999551974,38.01703262,1.800063184,16.89999923,1.866116419,0.315050232,25,-0.000104317,0.198219967,2.05E-05,299.9541016,299.9541016,11323.28809,11372.50488,54.66866189,17.99873063,6.97299099,0,0,0,38,299.9439392,1,6,1,,,1.734771729,50.34213257,,,,,,,,,,,,,,,,
,3988432862,299.9541016,12090.4292,0.198468782,1.51E-05,1,0.999551974,38.01703262,1.800084919,16.89999923,1.868458226,0.31529645,25,-0.000119832,0.198463771,5.16E-06,299.9541016,299.9541016,12066.04004,12114.81836,54.68351283,18.00054058,6.980010986,0,0,0,38,299.9430847,1,6,1,,,1.734619141,49.85337448,,,,,,,,,,,,,,,,
,3988432877,299.9541016,12840.33936,0.198693165,1.52E-05,1,0.999551974,38.01703262,1.800177023,16.89999923,1.870649147,0.315758231,25,-0.000110442,0.198688144,1.47E-05,299.9541016,299.9541016,12815.70215,12864.97656,54.92190953,17.99908938,6.986809731,0,0,0,38,299.944397,1,6,1,,,1.73248291,50.34213257,,,,,,,,,,,,,,,,
,3988432893,299.9541016,13631.75488,0.198890725,1.50E-05,1,0.999551974,38.01703262,1.80024555,16.89999923,1.872594095,0.315994125,25,-0.000120077,0.198885707,5.14E-06,299.9541016,299.9541016,13604.10449,13659.40527,54.74995126,17.99967528,6.992832184,0,0,0,38,299.9426575,1,6,1,,,1.717224121,50.34213257,,,,,,,,,,,,,,,,
,3988432909,299.9541016,14433.29639,0.199105888,1.71E-05,1,0.999551974,38.01703262,1.800099654,16.89999923,1.874450967,0.316430788,25,-0.000107451,0.199100858,1.79E-05,299.9541016,299.9541016,14408.90039,14457.69238,54.41775914,18.00127188,6.999544621,0,0,0,38,299.9419556,1,6,1,,,1.727142334,50.34213257,,,,,,,,,,,,,,,,
,3988432925,299.9541016,15229.52637,0.199279526,1.62E-05,1,0.999551974,38.01703262,1.800073388,16.89999923,1.876054318,0.316729189,25,-0.000104662,0.199274491,2.08E-05,299.9541016,299.9541016,15204.89258,15254.16016,54.9211279,18.00028281,7.006620884,0,0,0,38,299.9430847,1,6,1,,,1.717987061,50.83089066,,,,,,,,,,,,,,,,
,3988432942,299.9541016,16075.6416,0.199466566,1.35E-05,1,0.999551974,38.01703262,1.800092223,16.89999923,1.877831741,0.317045362,25,-0.000103078,0.199461528,2.24E-05,299.9541016,299.9541016,16054.60547,16096.67773,54.9867847,18.00058074,7.013318539,0,0,0,38,299.9438171,1,6,1,,,1.719055176,50.83089066,,,,,,,,,,,,,,,,
,3988432960,299.9541016,16971.27148,0.199652549,1.06E-05,1,0.999551974,38.01703262,1.800055709,16.89999923,1.879564166,0.317223587,25,-0.000114954,0.199647515,1.07E-05,299.9541016,299.9541016,16946.85742,16995.68555,55.02352124,17.99948418,7.019327164,0,0,0,38,299.9413757,1,6,1,,,1.73324585,51.31964874,,,,,,,,,,,,,,,,
,3988432978,299.9541016,17866.59277,0.199812154,1.07E-05,1,0.999551974,38.01703262,1.800072937,16.89999923,1.881063248,0.317604731,25,-0.00010179,0.19980711,2.39E-05,299.9541016,299.9541016,17838.9707,17894.21484,54.78981431,18.00098766,7.026036263,0,0,0,38,299.944397,1,6,1,,,1.73324585,51.31964874,,,,,,,,,,,,,,,,
,3988432996,299.9541016,18757.63184,0.199965786,8.53E-06,1,0.999551974,38.01703262,1.800006378,16.89999923,1.882447589,0.317801324,25,-0.000105683,0.199960742,2.01E-05,299.9541016,299.9541016,18729.81641,18785.44727,54.60925812,18.00084022,7.032046318,0,0,0,38,299.9436646,1,6,1,,,1.716461182,51.31964874,,,,,,,,,,,,,,,,
,3988433015,299.9541016,19709.26367,0.200120191,1.09E-05,1,0.999551974,38.01703262,1.800020524,16.89999923,1.883905381,0.318109731,25,-9.93E-05,0.200115141,2.65E-05,299.9541016,299.9541016,19687.87305,19730.6543,54.89220765,18.00064204,7.038965225,0,0,0,38,299.9458008,1,6,1,,,1.718902588,51.80840683,,,,,,,,,,,,,,,,
,3988433034,299.9541016,20654.24414,0.200254334,1.34E-05,1,0.999551974,38.01703262,1.800110247,16.89999923,1.885292966,0.318144693,25,-0.000119937,0.200249296,5.97E-06,299.9541016,299.9541016,20629.23633,20679.25195,54.93910536,18.00095886,7.04520607,0,0,0,38,299.9440918,1,6,1,,,1.719207764,52.29716492,,,,,,,,,,,,,,,,
,3988433054,299.9541016,21655.1084,0.200406218,1.19E-05,1,0.999551974,38.01703262,1.80016795,16.89999923,1.88676237,0.31851226,25,-0.00010765,0.200401169,1.83E-05,299.9541016,299.9541016,21633.89063,21676.32617,54.85547111,18.00030025,7.050884724,0,0,0,38,299.9436646,1,6,1,,,1.718597412,51.80840683,,,,,,,,,,,,,,,,
,3988433074,299.9541016,22647.49316,0.200530812,1.34E-05,1,0.999551974,38.01703262,1.800186374,16.90999977,1.887955741,0.31870504,25,-0.000108588,0.200525763,1.74E-05,299.9541016,299.9541016,22622.27344,22672.71289,54.74682474,18.00058246,7.058064938,0,0,0,38,299.9406738,1,6,1,,,1.712036133,51.80840683,,,,,,,,,,,,,,,,
,3988433095,299.9541016,23691.83105,0.200666434,1.65E-05,1,0.999551974,38.01703262,1.8001073,16.89999923,1.889166183,0.318819709,25,-0.000117895,0.20066139,8.19E-06,299.9541016,299.9541016,23667.2832,23716.37891,54.86094251,18.00225405,7.063663483,0,0,0,38,299.9422302,1,6,1,,,1.718139648,51.80840683,,,,,,,,,,,,,,,,
,3988433116,299.9541016,24737.33594,0.200807721,1.69E-05,1,0.999551974,38.01703262,1.80003318,16.89999923,1.890410785,0.31908684,25,-0.000112055,0.200802672,1.41E-05,299.9541016,299.9541016,24709.52148,24765.15039,54.7648022,18.00211503,7.069196701,0,0,0,38,299.9442444,1,6,1,,,1.735076904,52.78592682,,,,,,,,,,,,,,,,
,3988433138,299.9541016,25827.80762,0.200930346,1.78E-05,1,0.999551974,38.01703262,1.800197633,16.89999923,1.891731992,0.319323827,25,-0.000110651,0.200925296,1.55E-05,299.9541016,299.9541016,25803.17969,25852.43555,54.74213497,18.00055578,7.075336933,0,0,0,38,299.9432373,1,6,1,,,1.736297607,52.78592682,,,,,,,,,,,,,,,,
,3988433160,299.9541016,26928.00195,0.201049471,1.79E-05,1,0.999551974,38.01703262,1.800122351,16.89999923,1.89276857,0.319544595,25,-0.000105958,0.201044417,2.03E-05,299.9541016,299.9541016,26903.2832,26952.7207,54.84062017,18.000708,7.082024574,0,0,0,38,299.9426575,1,6,1,,,1.733093262,52.29716492,,,,,,,,,,,,,,,,
,3988433184,299.9541016,27999.97559,0.201149723,1.60E-05,1,0.999551974,38.01703262,1.800187887,16.89999923,1.893785104,0.319684372,25,-0.00010927,0.201144671,1.70E-05,299.9541016,299.9541016,27999.85547,28000.0957,55.05791289,17.99929419,7.086841106,0,0,0,38,299.941803,1,4,1,,,1.733093262,53.27468491,,,,,,,,,,,,,,,,
,3988433192,299.9541016,27988.76367,0.201165041,1.92E-05,1,0.999551974,38.01703262,1.800216199,16.89999923,1.89399153,0.319518386,25,-0.000130019,0.201160001,-3.73E-06,299.9541016,299.9541016,27988.76367,27988.76367,54.87501182,18.00016432,7.089018345,0,0,0,38,299.9419556,1,6,1,,,1.720275879,51.80840683,,,,,,,,,,,,,,,,
,3988433214,299.9541016,26855.59473,0.201039111,1.16E-05,1,0.999551974,38.01703262,1.800129897,16.89999923,1.892673524,0.319560561,25,-0.000102648,0.201034055,2.36E-05,299.9541016,299.9541016,26831.16406,26880.02539,55.03993544,18.0009192,7.095166206,0,0,0,38,299.944397,1,6,1,,,1.72164917,53.27468491,,,,,,,,,,,,,,,,
,3988433236,299.9541016,25764.13086,0.200923032,5.99E-06,1,0.999551974,38.01703262,1.800171172,16.89999923,1.891636307,0.319305317,25,-0.000110892,0.200917981,1.53E-05,299.9541016,299.9541016,25739.51172,25788.75,54.94379513,18.00070178,7.099877834,0,0,0,38,299.9448242,1,6,1,,,1.73538208,54.25220108,,,,,,,,,,,,,,,,
,3988433258,299.9541016,24661.23145,0.200809341,1.20E-05,1,0.999551974,38.01703262,1.800120652,16.89999923,1.890525509,0.319047958,25,-0.000118073,0.200804296,8.08E-06,299.9541016,299.9541016,24636.19922,24686.26367,54.70227192,18.00135193,7.104969025,0,0,0,38,299.9421082,1,6,1,,,1.732940674,53.27468491,,,,,,,,,,,,,,,,
,3988433279,299.9541016,23615.7793,0.200668305,1.19E-05,1,0.999551974,38.01703262,1.800120431,16.89999923,1.889209947,0.31875019,25,-0.000125841,0.200663266,2.51E-07,299.9541016,299.9541016,23591.13281,23640.42578,55.03524567,18.00220201,7.109549046,0,0,0,38,299.9426575,1,6,1,,,1.718292236,55.22971725,,,,,,,,,,,,,,,,
,3988433299,299.9541016,22620.39063,0.200535411,1.96E-05,1,0.999551974,38.01703262,1.800123855,16.89999923,1.887944549,0.318644462,25,-0.000114652,0.200530366,1.14E-05,299.9541016,299.9541016,22595.80664,22644.97461,54.88126485,18.00151829,7.114987373,0,0,0,38,299.9423828,1,6,1,,,1.735076904,53.27468491,,,,,,,,,,,,,,,,
,3988433319,299.9541016,21623.19727,0.200415733,1.62E-05,1,0.999551974,38.01703262,1.80006626,16.89999923,1.886740154,0.318554142,25,-0.000102943,0.200410681,2.30E-05,299.9541016,299.9541016,21598.57422,21647.82031,54.80466525,18.00243317,7.118442059,0,0,0,38,299.9426575,1,6,1,,,1.718292236,53.76344299,,,,,,,,,,,,,,,,
,3988433339,299.9541016,20629.95508,0.200263653,1.65E-05,1,0.999551974,38.01703262,1.800096178,16.89999923,1.885363452,0.318173749,25,-0.000118171,0.200258613,7.74E-06,299.9541016,299.9541016,20604.7168,20655.19336,55.1540532,18.00257655,7.122466087,0,0,0,38,299.9432373,1,6,1,,,1.712799072,53.27468491,,,,,,,,,,,,,,,,
,3988433359,299.9541016,19631.39453,0.200117678,1.14E-05,1,0.999551974,38.01703262,1.800027125,16.89999923,1.883911688,0.31796983,25,-0.000113867,0.200112636,1.20E-05,299.9541016,299.9541016,19606.98438,19655.80469,54.9594277,18.00412471,7.127018452,0,0,0,38,299.9446716,1,6,1,,,1.728057861,53.76344299,,,,,,,,,,,,,,,,
,3988433377,299.9541016,18731.69629,0.199972052,1.10E-05,1,0.999551974,38.01703262,1.800073765,16.89999923,1.882578286,0.317806643,25,-0.000107416,0.199967008,1.84E-05,299.9541016,299.9541016,18704.07422,18759.31836,54.9156565,18.00273856,7.131241322,0,0,0,38,299.9440918,1,6,1,,,1.718292236,54.25220108,,,,,,,,,,,,,,,,
