INFO,unknown,OVEN_SOFTWARE_VERSION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFO,,SAMPLE_MOLECULAR_WEIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFO,,SAMPLE_SIZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFO,,SAMPLE_SHAPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATATYPE,COMMENT,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATATYPE,TIME,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STARTUPAXIS,X,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STARTUPAXIS,Y1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Data],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comment,Time Stamp (sec),Temperature (K),Magnetic Field (Oe),Moment (emu),M. Std. Err. (emu),Transport Action,Averaging Time (sec),Frequency (Hz),Peak Amplitude (mm),Center Position (mm),Coil Signal' (mV),"Coil Signal"" (mV)",Range (mV),M. Quad. Signal (emu),M. Raw' (emu),"M. Raw"" (emu)",Min. Temperature (K),Max. Temperature (K),Min. Field (Oe),Max. Field (Oe),Mass (grams),Motor Lag (deg),Pressure (Torr),VSM Status (code),Motor Status (code),Measure Status (code),Measure Count,System Temp. (K),Temp. Status (code),Field Status (code),Chamber Status (code),Position Status (code),Compressor Status (code),Motor Current (amps),Motor Heatsink Temp. (C),Map 01,Map 02,Map 03,Map 04,Map 05,Map 06,Map 07,Map 08,Map 09,Map 10,Map 11,Map 12,Map 13,Map 14,Map 15,Map 16
sample offset = 33.27 mm touchdown = 9.15000028908253 mm,3988425780,299.9541016,-0.018754127,-0.001559744,2.15E-06,1,0.999551974,38.01703262,1.787281591,16.66999981,-0.014573832,-0.002473948,0.25,-5.82E-07,-0.001559703,-1.57E-06,299.9541016,299.9541016,-0.04970748,0.012199225,54.38805725,17.99201626,6.826282501,0,0,0,38,299.8344116,1,4,1,,,1.694793701,41.05572128,,,,,,,,,,,,,,,,
,3988425788,299.9541016,6.145726383,-0.001551353,1.11E-06,1,0.999551974,38.01703262,1.787307585,16.66999981,-0.014493279,-0.002474588,0.25,-2.07E-06,-0.001551311,-3.05E-06,299.9541016,299.9541016,0.916989684,11.37446308,54.53422179,17.99294902,6.831856728,0,0,0,38,299.8314209,1,6,1,,,1.695556641,42.03323746,,,,,,,,,,,,,,,,
,3988425788,299.9541016,45.6207819,,,1,0.999551974,38.01703262,1.787263467,16.66999981,0.155030943,0.027289996,0.25,,,,299.9541016,299.9541016,24.20820045,67.03336334,54.46074871,17.9952748,6.833597183,1,0,,38,299.8327026,1,6,1,,,1.695709229,42.52199554,,,,,,,,,,,,,,,,
,3988425791,299.9541016,202.4233551,0.053415508,0.000714501,1,0.999551974,38.01703262,1.787254434,16.66999981,0.498944015,0.085269376,2.5,7.95E-05,0.053414084,0.000113156,299.9541016,299.9541016,202.4233551,202.4233551,54.24032946,17.99670892,6.835400105,0,0,0,38,299.8305664,1,6,1,,,1.694793701,42.52199554,,,,,,,,,,,,,,,,
,3988425792,299.9541016,240.4197845,0.086085179,0.000648857,1,0.999551974,38.01703262,1.787263578,16.66999981,0.804209199,0.136831418,2.5,6.48E-05,0.086082923,0.000119155,299.9541016,299.9541016,221.6096802,259.2298889,54.65146606,17.99764838,6.836785316,0,0,0,38,299.8335571,1,6,1,,,1.706085205,42.52199554,,,,,,,,,,,,,,,,
,3988425795,299.9541016,389.45784,0.129796722,0.000566993,1,0.999551974,38.01703262,1.787270062,16.66999981,1.212667584,0.205720139,2.5,3.45E-05,0.129793362,0.000116404,299.9541016,299.9541016,364.4379883,414.4776917,54.35210234,17.99773154,6.839002132,0,0,0,38,299.8335571,1,6,1,,,1.697235107,42.52199554,,,,,,,,,,,,,,,,
,3988425799,299.9541016,559.4417419,0.155816281,0.000520841,1,0.999551974,38.01703262,1.787233026,16.66999981,1.456475337,0.246901351,25,2.28E-05,0.155812259,0.000121127,299.9541016,299.9541016,556.2583008,562.6251831,54.56079716,17.99700823,6.840703487,0,0,0,38,299.8332825,1,6,1,,,1.695709229,42.52199554,,,,,,,,,,,,,,,,
,3988425801,299.9541016,691.0101929,0.201067985,0.000424028,1,0.999551974,38.01703262,1.787193622,16.66999981,1.879470148,0.318302932,25,-2.20E-06,0.201062814,0.000124649,299.9541016,299.9541016,666.6903687,715.3300171,54.32161883,17.99910632,6.843806267,0,0,0,38,299.8344116,1,6,1,,,1.695251465,43.49951172,,,,,,,,,,,,,,,,
,3988425804,299.9541016,841.0387878,0.229355208,0.000361189,1,0.999551974,38.01703262,1.787254812,16.66999981,2.143976786,0.362967047,25,-1.62E-05,0.229349319,0.000128442,299.9541016,299.9541016,813.4093628,868.6682129,54.36070026,17.99931884,6.846196175,0,0,0,38,299.8365479,1,6,1,,,1.699066162,43.49951172,,,,,,,,,,,,,,,,
,3988425808,299.9541016,1036.175812,0.260078366,0.000282415,1,0.999551974,38.01703262,1.787232149,16.66999981,2.43118212,0.411345582,25,-4.38E-05,0.260071705,0.00012025,299.9541016,299.9541016,1014.391785,1057.959839,54.51937084,18.00061976,6.849244118,0,0,0,38,299.838562,1,6,1,,,1.69342041,43.98826981,,,,,,,,,,,,,,,,
,3988425813,299.9541016,1284.755127,0.288786312,0.000199802,1,0.999551974,38.01703262,1.787222836,16.66999981,2.699537734,0.456684187,25,-5.55E-05,0.28877892,0.000126658,299.9541016,299.9541016,1260.128174,1309.38208,54.44980591,18.00150639,6.852826118,0,0,0,38,299.838562,1,6,1,,,1.696166992,43.98826981,,,,,,,,,,,,,,,,
,3988425818,299.9541016,1539.348877,0.308544777,0.00013581,1,0.999551974,38.01703262,1.787175192,16.66999981,2.884157396,0.487944991,25,-5.63E-05,0.308536878,0.000138284,299.9541016,299.9541016,1514.726685,1563.971069,54.4881057,18.00115885,6.856433392,0,0,0,38,299.8424377,1,6,1,,,1.695556641,43.98826981,,,,,,,,,,,,,,,,
,3988425824,299.9541016,1830.889099,0.324045979,8.61E-05,1,0.999551974,38.01703262,1.787241358,16.66999981,3.029215045,0.51219084,25,-8.99E-05,0.324037703,0.000114535,299.9541016,299.9541016,1803.273926,1858.504272,54.41228774,18.00297503,6.86032629,0,0,0,38,299.8475647,1,6,1,,,1.695556641,44.47702789,,,,,,,,,,,,,,,,
,3988425829,299.9541016,2086.016113,0.332525542,5.92E-05,1,0.999551974,38.01703262,1.787180973,16.66999981,3.108418877,0.525347103,25,-0.000116736,0.332517065,9.30E-05,299.9541016,299.9541016,2061.491455,2110.540771,54.58580927,18.00229813,6.864266396,0,0,0,38,299.8528748,1,6,1,,,1.695556641,44.96578979,,,,,,,,,,,,,,,,
,3988425836,299.9541016,2434.381958,0.340436214,4.67E-05,1,0.999551974,38.01703262,1.787208411,16.66999981,3.182373193,0.53809969,25,-9.31E-05,0.34042752,0.000121608,299.9541016,299.9541016,2409.997803,2458.766113,54.36617166,18.00136934,6.868697643,0,0,0,38,299.8547058,1,6,1,,,1.694641113,45.45454788,,,,,,,,,,,,,,,,
,3988425843,299.9541016,2785.409668,0.345674136,3.69E-05,1,0.999551974,38.01703262,1.787187739,16.66999981,3.231316221,0.546278836,25,-0.000104575,0.345665316,0.000113442,299.9541016,299.9541016,2760.784912,2810.034424,54.6030051,18.00438759,6.874016762,0,0,0,38,299.8592834,1,6,1,,,1.695861816,44.96578979,,,,,,,,,,,,,,,,
,3988425850,299.9541016,3134.015991,0.34938452,2.87E-05,1,0.999551974,38.01703262,1.787129068,16.66999981,3.265904458,0.55207147,25,-0.000111384,0.34937561,0.000108963,299.9541016,299.9541016,3108.996094,3159.035889,54.54125644,18.00339749,6.878159046,0,0,0,38,299.8660278,1,6,1,,,1.695556641,45.94330597,,,,,,,,,,,,,,,,
,3988425858,299.9541016,3533.597656,0.352507814,2.97E-05,1,0.999551974,38.01703262,1.787102874,16.66999981,3.295045303,0.557040939,25,-0.000107845,0.352498822,0.000114459,299.9541016,299.9541016,3505.594482,3561.60083,54.61785604,18.00289079,6.883636475,0,0,0,38,299.8720093,1,6,1,,,1.699523926,45.45454788,,,,,,,,,,,,,,,,
,3988425866,299.9541016,3930.628906,0.354881749,2.52E-05,1,0.999551974,38.01703262,1.787098382,16.66999981,3.317235719,0.560741602,25,-0.000113834,0.354872701,0.000109954,299.9541016,299.9541016,3906.211426,3955.046387,54.56236041,18.00459933,6.889003277,0,0,0,38,299.8754578,1,6,1,,,1.69921875,46.43206406,,,,,,,,,,,,,,,,
,3988425875,299.9541016,4379.102783,0.356952067,2.25E-05,1,0.999551974,38.01703262,1.787047571,16.66999981,3.336486484,0.564047568,25,-0.000109092,0.356942964,0.000115988,299.9541016,299.9541016,4351.473145,4406.732422,54.64443141,18.00304905,6.893955708,0,0,0,38,299.8850403,1,6,1,,,1.697692871,46.43206406,,,,,,,,,,,,,,,,
,3988425884,299.9541016,4826.190674,0.358562764,2.94E-05,1,0.999551974,38.01703262,1.787033331,16.66999981,3.351579063,0.566214744,25,-0.00014954,0.358553647,7.65E-05,299.9541016,299.9541016,4801.530273,4850.851074,54.72962892,18.00348678,6.90036726,0,0,0,38,299.8910522,1,6,1,,,1.699981689,46.92082214,,,,,,,,,,,,,,,,
,3988425894,299.9541016,5321.544678,0.360082141,2.96E-05,1,0.999551974,38.01703262,1.787026422,16.66999981,3.3657344,0.568812325,25,-0.00012871,0.360072973,9.83E-05,299.9541016,299.9541016,5297.117676,5345.97168,54.75776754,18.00441278,6.905677795,0,0,0,38,299.8961792,1,6,1,,,1.694641113,47.40958023,,,,,,,,,,,,,,,,
,3988425904,299.9541016,5823.205566,0.361283044,1.93E-05,1,0.999551974,38.01703262,1.786989805,16.66999981,3.376931778,0.570461029,25,-0.000154467,0.361273862,7.33E-05,299.9541016,299.9541016,5798.366699,5848.044434,54.64599466,18.00277884,6.911548615,0,0,0,38,299.8977661,1,6,1,,,1.695861816,46.92082214,,,,,,,,,,,,,,,,
,3988425914,299.9541016,6322.121094,0.362341642,2.86E-05,1,0.999551974,38.01703262,1.786975341,16.66999981,3.386751782,0.572411093,25,-0.000124613,0.362332416,0.000103797,299.9541016,299.9541016,6297.311035,6346.931152,54.53500342,18.00513598,6.917433739,0,0,0,38,299.9023438,1,6,1,,,1.695709229,47.89833832,,,,,,,,,,,,,,,,
,3988425925,299.9541016,6869.376709,0.363310213,3.48E-05,1,0.999551974,38.01703262,1.786990865,16.66999981,3.395855241,0.573819293,25,-0.000138492,0.363300973,9.05E-05,299.9541016,299.9541016,6845.361816,6893.391602,54.5811195,18.00188163,6.923345566,0,0,0,38,299.9066162,1,6,1,,,1.695709229,47.40958023,,,,,,,,,,,,,,,,
,3988425937,299.9541016,7464.992676,0.364215326,2.49E-05,1,0.999551974,38.01703262,1.786956101,16.66999981,3.404224351,0.575392239,25,-0.000122301,0.364206054,0.000107248,299.9541016,299.9541016,7440.565918,7489.419434,54.59909695,18.00254526,6.930089951,0,0,0,38,299.9086304,1,6,1,,,1.694793701,48.38709641,,,,,,,,,,,,,,,,
,3988425949,299.9541016,8059.599609,0.36501584,1.22E-05,1,0.999551974,38.01703262,1.786958096,16.66999981,3.411738337,0.576491989,25,-0.00014026,0.365006561,8.98E-05,299.9541016,299.9541016,8034.779785,8084.419434,54.33178,18.00151772,6.936496735,0,0,0,38,299.9130554,1,6,1,,,1.696014404,48.87585831,,,,,,,,,,,,,,,,
,3988425961,299.9541016,8658.799316,0.365720801,2.88E-05,1,0.999551974,38.01703262,1.786956414,16.66999981,3.418331594,0.577562044,25,-0.000145087,0.365711509,8.54E-05,299.9541016,299.9541016,8634.18457,8683.414063,54.61472952,18.00049835,6.941497326,0,0,0,38,299.9169312,1,6,1,,,1.695556641,48.87585831,,,,,,,,,,,,,,,,
,3988425974,299.9541016,9308.555176,0.366415832,3.44E-05,1,0.999551974,38.01703262,1.786958219,16.66999981,3.42486277,0.578474668,25,-0.000165193,0.366406537,6.57E-05,299.9541016,299.9541016,9284.166016,9332.944336,54.67569655,18.00219766,6.948781967,0,0,0,38,299.917511,1,6,1,,,1.69631958,47.89833832,,,,,,,,,,,,,,,,
,3988425987,299.9541016,9959.359863,0.367009732,1.13E-05,1,0.999551974,38.01703262,1.786951482,16.66999981,3.430357284,0.57966988,25,-0.000137644,0.367000407,9.36E-05,299.9541016,299.9541016,9931.530273,9987.189453,54.70852495,18.00199054,6.954489231,0,0,0,38,299.9200745,1,6,1,,,1.695404053,48.87585831,,,,,,,,,,,,,,,,
,3988426001,299.9541016,10654.50098,0.367592066,2.85E-05,1,0.999551974,38.01703262,1.786956101,16.66999981,3.435798844,0.58065076,25,-0.000131453,0.367582724,0.000100099,299.9541016,299.9541016,10629.48145,10679.52051,54.47403639,18.00222374,6.96162653,0,0,0,38,299.9225159,1,6,1,,,1.696166992,49.36461639,,,,,,,,,,,,,,,,
,3988426015,299.9541016,11349.24902,0.36814627,2.93E-05,1,0.999551974,38.01703262,1.786907137,16.66999981,3.44088444,0.581523177,25,-0.000130276,0.368136915,0.000101597,299.9541016,299.9541016,11327.23633,11371.26172,54.67178841,18.00139959,6.967793465,0,0,0,38,299.9249268,1,6,1,,,1.696014404,49.85337448,,,,,,,,,,,,,,,,
,3988426030,299.9541016,12101.61084,0.368643035,1.17E-05,1,0.999551974,38.01703262,1.78691472,16.66999981,3.445538869,0.582327576,25,-0.00012857,0.368633669,0.000103584,299.9541016,299.9541016,12077.2793,12125.94238,54.54203807,18.00361951,6.974629879,0,0,0,38,299.9306641,1,6,1,,,1.698303223,49.36461639,,,,,,,,,,,,,,,,
,3988426045,299.9541016,12847.67529,0.369108425,2.32E-05,1,0.999551974,38.01703262,1.786894646,16.66999981,3.449851223,0.583053511,25,-0.000129002,0.369099051,0.000103413,299.9541016,299.9541016,12822.46094,12872.88965,54.83905691,18.00177491,6.980574608,0,0,0,38,299.9328003,1,6,1,,,1.695251465,50.34213257,,,,,,,,,,,,,,,,
,3988426061,299.9541016,13636.50098,0.369604704,2.11E-05,1,0.999551974,38.01703262,1.786889195,16.66999981,3.454509491,0.583657851,25,-0.000148172,0.369595331,8.45E-05,299.9541016,299.9541016,13612.43848,13660.56348,54.78825106,18.00251094,6.987084866,0,0,0,38,299.9373779,1,6,1,,,1.695404053,50.34213257,,,,,,,,,,,,,,,,
,3988426077,299.9541016,14436.62793,0.370024721,1.34E-05,1,0.999551974,38.01703262,1.786891914,16.66999981,3.458411695,0.584491253,25,-0.000130196,0.370015329,0.000102729,299.9541016,299.9541016,14412.40527,14460.85059,54.79997548,18.00256902,6.99341774,0,0,0,38,299.9430847,1,6,1,,,1.697235107,50.34213257,,,,,,,,,,,,,,,,
,3988426093,299.9541016,15228.28809,0.370403901,2.34E-05,1,0.999551974,38.01703262,1.786815104,16.66999981,3.461809724,0.585067269,25,-0.000130114,0.370394503,0.000103014,299.9541016,299.9541016,15203.67285,15252.90332,54.31614743,18.00176771,6.999376297,0,0,0,38,299.9442444,1,6,1,,,1.696472168,50.83089066,,,,,,,,,,,,,,,,
,3988426110,299.9541016,16081.77002,0.370818236,3.13E-05,1,0.999551974,38.01703262,1.786815382,16.66999981,3.465710222,0.585559159,25,-0.000147628,0.370808841,8.57E-05,299.9541016,299.9541016,16057.34766,16106.19238,54.67413329,18.00531993,7.006822586,0,0,0,38,299.9453735,1,6,1,,,1.697540283,50.83089066,,,,,,,,,,,,,,,,
,3988426128,299.9541016,16976.7959,0.371205173,2.53E-05,1,0.999551974,38.01703262,1.786822772,16.66999981,3.469327866,0.586248077,25,-0.00013966,0.371195766,9.39E-05,299.9541016,299.9541016,16949.16602,17004.42578,54.62723558,18.00442899,7.013480663,0,0,0,38,299.9521179,1,6,1,,,1.695251465,50.83089066,,,,,,,,,,,,,,,,
,3988426146,299.9541016,17870.33301,0.371575887,2.53E-05,1,0.999551974,38.01703262,1.786766087,16.66999981,3.472674422,0.586876462,25,-0.000133217,0.371566471,0.00010053,299.9541016,299.9541016,17845.71289,17894.95313,54.58033787,18.00212574,7.019440651,0,0,0,38,299.9512634,1,6,1,,,1.699523926,50.83089066,,,,,,,,,,,,,,,,
,3988426164,299.9541016,18773.59473,0.371904886,3.47E-05,1,0.999551974,38.01703262,1.786788761,16.66999981,3.475795127,0.587387282,25,-0.000135018,0.371895466,9.89E-05,299.9541016,299.9541016,18748.9707,18798.21875,54.63036209,18.00237179,7.025467396,0,0,0,38,299.9529724,1,6,1,,,1.697235107,51.31964874,,,,,,,,,,,,,,,,
,3988426183,299.9541016,19715.64355,0.37226585,3.06E-05,1,0.999551974,38.01703262,1.786777041,16.66999981,3.479138404,0.588000567,25,-0.000130082,0.372256421,0.000104015,299.9541016,299.9541016,19688.19727,19743.08984,54.66162724,18.00315713,7.031982899,0,0,0,38,299.9528198,1,6,1,,,1.696777344,51.31964874,,,,,,,,,,,,,,,,
,3988426202,299.9541016,20658.97949,0.372563765,2.92E-05,1,0.999551974,38.01703262,1.7868124,16.66999981,3.481991302,0.588475854,25,-0.000130857,0.372554333,0.000103383,299.9541016,299.9541016,20631.16406,20686.79492,54.77652663,18.00028865,7.038519859,0,0,0,38,299.9501038,1,6,1,,,1.69631958,50.83089066,,,,,,,,,,,,,,,,
,3988426222,299.9541016,21657.6084,0.372909564,3.47E-05,1,0.999551974,38.01703262,1.786733404,16.66999981,3.485085381,0.588919495,25,-0.000139179,0.372900132,9.52E-05,299.9541016,299.9541016,21635.82031,21679.39648,54.74057172,18.0030813,7.044416904,0,0,0,38,299.9508057,1,6,1,,,1.695861816,51.80840683,,,,,,,,,,,,,,,,
,3988426242,299.9541016,22654.83301,0.373185958,2.99E-05,1,0.999551974,38.01703262,1.786793812,16.66999981,3.487775823,0.589423515,25,-0.000134097,0.37317652,0.00010044,299.9541016,299.9541016,22630.23242,22679.43359,54.63896001,18.00221466,7.0504632,0,0,0,38,299.9523926,1,6,1,,,1.695709229,51.80840683,,,,,,,,,,,,,,,,
,3988426263,299.9541016,23701.66602,0.373490383,2.22E-05,1,0.999551974,38.01703262,1.786808929,16.66999981,3.490644392,0.589941788,25,-0.000130672,0.373480939,0.000104006,299.9541016,299.9541016,23677.24219,23726.08984,54.74916963,18.00125729,7.056885242,0,0,0,38,299.9469604,1,6,1,,,1.695404053,52.29716492,,,,,,,,,,,,,,,,
,3988426284,299.9541016,24743.89648,0.373778622,1.09E-05,1,0.999551974,38.01703262,1.786785764,16.66999981,3.49326522,0.590559374,25,-0.000112554,0.373769163,0.000122254,299.9541016,299.9541016,24718.67969,24769.11328,54.58346438,18.0011731,7.062755108,0,0,0,38,299.946106,1,6,1,,,1.699066162,52.29716492,,,,,,,,,,,,,,,,
,3988426305,299.9541016,25793.71875,0.374038995,2.70E-05,1,0.999551974,38.01703262,1.786757455,16.66999981,3.49564732,0.590944608,25,-0.000114399,0.374029536,0.000120521,299.9541016,299.9541016,25769.09375,25818.34375,54.82342434,18.00100182,7.069023132,0,0,0,38,299.9469604,1,6,1,,,1.696929932,52.29716492,,,,,,,,,,,,,,,,
,3988426327,299.9541016,26884.53418,0.374321854,2.33E-05,1,0.999551974,38.01703262,1.786769739,16.66999981,3.498354787,0.5911571,25,-0.000139941,0.374312408,9.51E-05,299.9541016,299.9541016,26859.5918,26909.47656,54.61316627,18.00086578,7.075460434,0,0,0,38,299.9495239,1,6,1,,,1.695556641,52.78592682,,,,,,,,,,,,,,,,
,3988426352,299.9541016,28000.58594,0.374563816,2.43E-05,1,0.999551974,38.01703262,1.786776686,16.66999981,3.500644309,0.591454018,25,-0.000149335,0.374554375,8.58E-05,299.9541016,299.9541016,28000.16797,28001.00391,54.84921808,18.00130387,7.08156395,0,0,0,38,299.9472351,1,4,1,,,1.696929932,53.27468491,,,,,,,,,,,,,,,,
,3988426360,299.9541016,27989.92871,0.374568982,2.54E-05,1,0.999551974,38.01703262,1.78675819,16.66999981,3.500630114,0.591615578,25,-0.000132281,0.37455953,0.000102864,299.9541016,299.9541016,27986.75,27993.10742,54.79919385,18.00076506,7.082959652,0,0,0,38,299.944397,1,6,1,,,1.695404053,52.78592682,,,,,,,,,,,,,,,,
,3988426383,299.9541016,26853.9873,0.374321306,1.96E-05,1,0.999551974,38.01703262,1.786705483,16.66999981,3.498195756,0.591316919,25,-0.00012052,0.374311848,0.000114526,299.9541016,299.9541016,26828.7793,26879.19531,54.78981431,18.00150117,7.089073181,0,0,0,38,299.9459534,1,6,1,,,1.695098877,52.78592682,,,,,,,,,,,,,,,,
,3988426405,299.9541016,25760.09766,0.374046538,2.12E-05,1,0.999551974,38.01703262,1.786707691,16.66999981,3.495650219,0.590776689,25,-0.000131923,0.37403709,0.000103004,299.9541016,299.9541016,25735.09766,25785.09766,54.72728403,18.00277045,7.095215321,0,0,0,38,299.9398193,1,6,1,,,1.695709229,53.27468491,,,,,,,,,,,,,,,,
,3988426426,299.9541016,24707.27344,0.373777852,1.31E-05,1,0.999551974,38.01703262,1.786722444,16.66999981,3.493172815,0.590325189,25,-0.000135293,0.373768408,9.95E-05,299.9541016,299.9541016,24682.6582,24731.88867,54.72259426,18.00239563,7.100275993,0,0,0,38,299.9430847,1,6,1,,,1.695098877,53.27468491,,,,,,,,,,,,,,,,
,3988426448,299.9541016,23617.14453,0.37347306,2.74E-05,1,0.999551974,38.01703262,1.786711295,16.66999981,3.490304988,0.589828395,25,-0.000136499,0.37346362,9.82E-05,299.9541016,299.9541016,23592.71094,23641.57813,54.86485065,18.00187673,7.10509491,0,0,0,38,299.9422302,1,6,1,,,1.695404053,53.27468491,,,,,,,,,,,,,,,,
,3988426468,299.9541016,22620.3623,0.373207842,3.32E-05,1,0.999551974,38.01703262,1.786685117,16.66999981,3.487742505,0.589600717,25,-0.000115086,0.373198392,0.000119466,299.9541016,299.9541016,22598.1543,22642.57031,55.03524567,18.00090144,7.10959816,0,0,0,38,299.9412231,1,6,1,,,1.695251465,53.76344299,,,,,,,,,,,,,,,,
,3988426489,299.9541016,21575.91504,0.372891453,2.51E-05,1,0.999551974,38.01703262,1.786642549,16.66999981,3.48470333,0.589093614,25,-0.000114345,0.372882006,0.000120058,299.9541016,299.9541016,21551.2793,21600.55078,54.8359304,18.00005269,7.113907337,0,0,0,38,299.940094,1,6,1,,,1.695709229,53.76344299,,,,,,,,,,,,,,,,
,3988426508,299.9541016,20626.10352,0.372588772,3.67E-05,1,0.999551974,38.01703262,1.786627458,16.66999981,3.481839549,0.588648179,25,-0.000110271,0.372579326,0.000123986,299.9541016,299.9541016,20598.67383,20653.5332,54.67804143,18.00074054,7.118267059,0,0,0,38,299.9360962,1,6,1,,,1.694793701,53.76344299,,,,,,,,,,,,,,,,
,3988426528,299.9541016,19633.75977,0.372236593,1.62E-05,1,0.999551974,38.01703262,1.786609535,16.66999981,3.478534985,0.587963482,25,-0.000123324,0.372227161,0.000110758,299.9541016,299.9541016,19609.37109,19658.14844,54.75073289,18.00192823,7.122093678,0,0,0,38,299.9432373,1,6,1,,,1.69708252,54.25220108,,,,,,,,,,,,,,,,
,3988426546,299.9541016,18737.24316,0.371935776,2.58E-05,1,0.999551974,38.01703262,1.78660071,16.66999981,3.475756183,0.587195201,25,-0.00015433,0.371926367,7.96E-05,299.9541016,299.9541016,18712.84961,18761.63672,54.50842805,18.002183,7.125550747,0,0,0,38,299.9419556,1,6,1,,,1.695861816,54.25220108,,,,,,,,,,,,,,,,
