24.99,23.155
25.005,23.015
25.02,22.977
25.035,22.959
25.05,23.105
25.065,23.108
25.08,23.06
25.095,23.072
25.11,23.067
25.125,23.077
25.14,23.05
25.155,22.922
25.17,22.896
25.185,22.921
25.2,23.059
25.215,23.066
25.23,23.03
25.245,23.068
25.26,23.048
25.275,23.007
25.29,22.994
25.305,22.96
25.32,23
25.335,23.031
25.35,22.968
25.365,22.928
25.38,22.942
25.395,22.937
25.41,22.912
25.425,22.925
25.44,22.908
25.455,22.886
25.47,22.966
25.485,22.924
25.5,22.835
25.515,22.816
25.53,22.852
25.545,22.799
25.56,22.82
25.575,22.868
25.59,22.869
25.605,22.792
25.62,22.81
25.635,22.891
25.65,22.819
25.665,22.737
25.68,22.773
25.695,22.801
25.71,22.803
25.725,22.781
25.74,22.813
25.755,22.767
25.77,22.764
25.785,22.764
25.8,22.74
25.815,22.769
25.83,22.801
25.845,22.809
25.86,22.785
25.875,22.755
25.89,22.783
25.905,22.785
25.92,22.74
25.935,22.72
25.95,22.694
25.965,22.715
25.98,22.747
25.995,22.741
26.01,22.777
26.025,22.733
26.04,22.672
26.055,22.689
26.07,22.658
26.085,22.578
26.1,22.583
26.115,22.607
26.13,22.602
26.145,22.599
26.16,22.64
26.175,22.639
26.19,22.631
26.205,22.6
26.22,22.572
26.235,22.571
26.25,22.606
26.265,22.642
26.28,22.62
26.295,22.611
26.31,22.633
26.325,22.573
26.34,22.55
26.355,22.554
26.37,22.558
26.385,22.564
26.4,22.526
26.415,22.533
26.43,22.498
26.445,22.511
26.46,22.501
26.475,22.478
26.49,22.501
26.505,22.504
26.52,22.481
26.535,22.468
26.55,22.475
26.565,22.518
26.58,22.533
26.595,22.505
26.61,22.481
26.625,22.467
26.64,22.421
26.655,22.411
26.67,22.409
26.685,22.42
26.7,22.434
26.715,22.444
26.73,22.488
26.745,22.45
26.76,22.354
26.775,22.326
26.79,22.393
26.805,22.407
26.82,22.419
26.835,22.394
26.85,22.422
26.865,22.409
26.88,22.373
26.895,22.369
26.91,22.372
26.925,22.405
26.94,22.372
26.955,22.34
26.97,22.373
26.985,22.324
27,22.366
27.015,22.344
27.03,22.274
27.045,22.287
27.06,22.318
27.075,22.334
27.09,22.359
27.105,22.389
27.12,22.322
27.135,22.287
27.15,22.328
27.165,22.295
27.18,22.278
27.195,22.258
27.21,22.284
27.225,22.288
27.24,22.257
27.255,22.238
27.27,22.2
27.285,22.235
27.3,22.288
27.315,22.239
27.33,22.243
27.345,22.286
27.36,22.238
27.375,22.21
27.39,22.191
27.405,22.235
27.42,22.216
27.435,22.237
27.45,22.199
27.465,22.185
27.48,22.22
27.495,22.159
27.51,22.162
27.525,22.21
27.54,22.209
27.555,22.229
27.57,22.195
27.585,22.151
27.6,22.161
27.615,22.172
27.63,22.185
27.645,22.16
27.66,22.15
27.675,22.175
27.69,22.122
27.705,22.155
27.72,22.166
27.735,22.131
27.75,22.118
27.765,22.13
27.78,22.115
27.795,22.154
27.81,22.177
27.825,22.146
27.84,22.121
27.855,22.139
27.87,22.192
27.885,22.181
27.9,22.145
27.915,22.165
27.93,22.101
27.945,22.131
27.96,22.187
27.975,22.162
27.99,22.156
28.005,22.186
28.02,22.211
28.035,22.193
28.05,22.184
28.065,22.194
28.08,22.163
28.095,22.157
28.11,22.184
28.125,22.199
28.14,22.166
28.155,22.174
28.17,22.205
28.185,22.22
28.2,22.191
28.215,22.164
28.23,22.174
28.245,22.157
28.26,22.191
28.275,22.187
